source_file	inc_type	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
RefSeq_NC_006671.1	IncFII	NA	RefSeq_NC_006671.1	69431	70108	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	226	226	100.00	97.79	226	SPD96883.1	copper/silver response regulator transcription factor SilR	NA	NA
RefSeq_NC_006671.1	IncFII	NA	RefSeq_NC_006671.1	70298	71680	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	461	461	100.00	97.83	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NA	NA
RefSeq_NC_006671.1	IncFII	NA	RefSeq_NC_006671.1	71711	72061	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	117	117	100.00	97.44	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NA	NA
RefSeq_NC_006671.1	IncFII	NA	RefSeq_NC_006671.1	72178	73467	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.00	96.28	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NA	NA
RefSeq_NC_006671.1	IncFII	NA	RefSeq_NC_006671.1	73481	76624	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.00	96.85	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
RefSeq_NC_006671.1	IncFII	NA	RefSeq_NC_006671.1	77252	79726	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	825	824	100.00	94.07	826	AAD11750.1	Ag(+)-translocating P-type ATPase SilP	NA	NA
RefSeq_NC_006671.1	IncFII	NA	RefSeq_NC_006671.1	81902	83098	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
RefSeq_NC_006671.1	IncFII	NA	RefSeq_NC_006671.1	89615	90085	+	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_000777554.1	trimethoprim-resistant dihydrofolate reductase DfrA1	NA	NA
RefSeq_NC_006671.1	IncFII	NA	RefSeq_NC_006671.1	90206	90835	+	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	210	210	100.00	100.00	210	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3	NA	NA
RefSeq_NC_006671.1	IncFII	NA	RefSeq_NC_006671.1	90896	91681	+	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	262	262	100.00	100.00	262	WP_000503573.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	NA	NA
RefSeq_NC_006671.1	IncFII	NA	RefSeq_NC_006671.1	91890	92234	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
RefSeq_NC_006671.1	IncFII	NA	RefSeq_NC_006671.1	92231	93067	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
RefSeq_NC_006671.1	IncFII	NA	RefSeq_NC_006671.1	100368	101225	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
RefSeq_NC_006816.1	IncFII	NA	RefSeq_NC_006816.1	20760	21572	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018329.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
RefSeq_NC_006816.1	IncFII	NA	RefSeq_NC_006816.1	22491	23324	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
RefSeq_NC_006816.1	IncFII	NA	RefSeq_NC_006816.1	23327	24127	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
RefSeq_NC_006816.1	IncFII	NA	RefSeq_NC_006816.1	24191	25003	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043265.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
RefSeq_NC_006816.1	IncFII	NA	RefSeq_NC_006816.1	28223	29080	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
RefSeq_NC_006816.1	IncFII	NA	RefSeq_NC_006816.1	53744	54601	+	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.00	100.00	286	WP_000557454.1	aminoglycoside N-acetyltransferase AAC(3)-IId	NA	NA
RefSeq_NC_006816.1	IncFII	NA	RefSeq_NC_006816.1	59576	60433	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
RefSeq_NC_006816.1	IncFII	NA	RefSeq_NC_006816.1	65510	65941	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
RefSeq_NC_006816.1	IncFII	NA	RefSeq_NC_006816.1	66013	66360	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
RefSeq_NC_006816.1	IncFII	NA	RefSeq_NC_006816.1	66377	66649	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
RefSeq_NC_006816.1	IncFII	NA	RefSeq_NC_006816.1	66688	67107	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
RefSeq_NC_006816.1	IncFII	NA	RefSeq_NC_006816.1	71835	73031	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
RefSeq_NC_006816.1	IncFII	NA	RefSeq_NC_006816.1	81480	82715	-	mrx(A)	phosphorylated macrolide efflux MFS transporter Mrx(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTX	412	412	100.00	100.00	412	WP_000004159.1	phosphorylated macrolide efflux MFS transporter Mrx(A)	NA	NA
RefSeq_NC_006816.1	IncFII	NA	RefSeq_NC_006816.1	82715	83617	-	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTX	301	301	100.00	100.00	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	NA	NA
RefSeq_NC_006855.1	IncFII	NA	RefSeq_NC_006855.1	3515	5287	+	spvB	SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	591	591	100.00	99.49	591	AAL23530.1	SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB	NA	NA
RefSeq_NC_006855.1	IncFII	NA	RefSeq_NC_006855.1	6557	7204	+	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	216	216	100.00	99.07	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
RefSeq_NC_006855.1	IncFII	NA	RefSeq_NC_006855.1	18987	19502	+	pefA	major pilin PefA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	172	172	100.00	88.95	172	AAC36959.1	major pilin PefA	NA	NA
RefSeq_NC_006855.1	IncFII	NA	RefSeq_NC_006855.1	32992	33720	-	traT	conjugal transfer complement resistance protein TraT	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	243	243	100.00	97.94	243	AAL23506.1	conjugal transfer complement resistance protein TraT	NA	NA
RefSeq_NC_007208.1	IncFII	NA	RefSeq_NC_007208.1	2355	4133	+	spvB	SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	593	591	100.00	99.66	593	AAL23530.1	SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB	NA	NA
RefSeq_NC_007208.1	IncFII	NA	RefSeq_NC_007208.1	5395	6042	+	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	216	216	100.00	99.07	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
RefSeq_NC_007208.1	IncFII	NA	RefSeq_NC_007208.1	35819	36547	-	traT	conjugal transfer complement resistance protein TraT	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	243	243	100.00	99.59	243	AAL23506.1	conjugal transfer complement resistance protein TraT	NA	NA
RefSeq_NC_008122.1	IncFII	NA	RefSeq_NC_008122.1	10831	11643	-	virF	virulence regulon transcriptional activator VirF	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	271	271	100.00	97.79	271	AAD16833.1	virulence regulon transcriptional activator VirF	NA	NA
RefSeq_NC_008122.1	IncFII	NA	RefSeq_NC_008122.1	24840	25808	+	lcrV	type III secretion system needle tip protein LcrV	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	323	329	99.70	96.04	328	CNC59088.1	type III secretion system needle tip protein LcrV	NA	NA
RefSeq_NC_008122.1	IncFII	NA	RefSeq_NC_008122.1	26317	27519	+	yopB	type III secretion system translocon subunit YopB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	401	401	100.00	96.26	401	AAK69211.1	type III secretion system translocon subunit YopB	NA	NA
RefSeq_NC_008122.1	IncFII	NA	RefSeq_NC_008122.1	27541	28458	+	yopD	type III secretion system translocon subunit YopD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	306	306	100.00	97.71	306	AAK69210.1	type III secretion system translocon subunit YopD	NA	NA
RefSeq_NC_008122.1	IncFII	NA	RefSeq_NC_008122.1	34180	35145	-	yopT	T3SS effector cysteine protease YopT	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	322	322	100.00	92.55	322	AJJ21466.1	T3SS effector cysteine protease YopT	NA	NA
RefSeq_NC_008122.1	IncFII	NA	RefSeq_NC_008122.1	43499	44155	-	yopE	type III secretion system effector GTPase activator YopE	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	219	219	100.00	94.06	219	AJJ21471.1	type III secretion system effector GTPase activator YopE	NA	NA
RefSeq_NC_008122.1	IncFII	NA	RefSeq_NC_008122.1	62433	64619	+	yopO	type III secretion system effector protein kinase YopO/YpkA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	729	729	100.00	97.26	729	CFQ25321.1	type III secretion system effector protein kinase YopO/YpkA	NA	NA
RefSeq_NC_008122.1	IncFII	NA	RefSeq_NC_008122.1	65018	65881	+	yopJ	YopJ/YopP family T3SS effector serine/threonine acetyltransferase	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	288	288	100.00	99.65	288	AKN09807.1	YopJ/YopP family T3SS effector serine/threonine acetyltransferase	NA	NA
RefSeq_NC_008122.1	IncFII	NA	RefSeq_NC_008122.1	67567	68970	+	yopH	T3SS effector protein-tyrosine-phosphatase YopH	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	468	468	100.00	98.50	468	AJJ21453.1	T3SS effector protein-tyrosine-phosphatase YopH	NA	NA
RefSeq_NC_008791.1	IncFII	NA	RefSeq_NC_008791.1	3352	4317	+	yopT	T3SS effector cysteine protease YopT	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	322	322	100.00	100.00	322	AJJ21466.1	T3SS effector cysteine protease YopT	NA	NA
RefSeq_NC_008791.1	IncFII	NA	RefSeq_NC_008791.1	7727	8827	-	yopM	type III secretion system effector YopM	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	367	367	100.00	100.00	367	AJJ21446.1	type III secretion system effector YopM	NA	NA
RefSeq_NC_008791.1	IncFII	NA	RefSeq_NC_008791.1	9657	10574	-	yopD	type III secretion system translocon subunit YopD	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	306	306	100.00	100.00	306	AAK69210.1	type III secretion system translocon subunit YopD	NA	NA
RefSeq_NC_008791.1	IncFII	NA	RefSeq_NC_008791.1	10596	11798	-	yopB	type III secretion system translocon subunit YopB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	401	401	100.00	100.00	401	AAK69211.1	type III secretion system translocon subunit YopB	NA	NA
RefSeq_NC_008791.1	IncFII	NA	RefSeq_NC_008791.1	12288	13259	-	lcrV	type III secretion system needle tip protein LcrV	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	324	329	100.00	94.53	329	CNC59088.1	type III secretion system needle tip protein LcrV	NA	NA
RefSeq_NC_008791.1	IncFII	NA	RefSeq_NC_008791.1	26450	27262	+	virF	virulence regulon transcriptional activator VirF	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	271	271	100.00	98.52	271	AAD16833.1	virulence regulon transcriptional activator VirF	NA	NA
RefSeq_NC_008791.1	IncFII	NA	RefSeq_NC_008791.1	36049	37452	+	yopH	T3SS effector protein-tyrosine-phosphatase YopH	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	468	468	100.00	100.00	468	AJJ21453.1	T3SS effector protein-tyrosine-phosphatase YopH	NA	NA
RefSeq_NC_008791.1	IncFII	NA	RefSeq_NC_008791.1	39047	39703	+	yopE	type III secretion system effector GTPase activator YopE	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	219	219	100.00	100.00	219	AJJ21471.1	type III secretion system effector GTPase activator YopE	NA	NA
RefSeq_NC_008791.1	IncFII	NA	RefSeq_NC_008791.1	47057	48322	-	yadA	trimeric autotransporter adhesin YadA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	422	422	100.00	96.21	422	CRY27194.1	trimeric autotransporter adhesin YadA	NA	NA
RefSeq_NC_008791.1	IncFII	NA	RefSeq_NC_008791.1	55746	57932	+	yopO	type III secretion system effector protein kinase YopO/YpkA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	729	729	100.00	97.67	729	CFQ25321.1	type III secretion system effector protein kinase YopO/YpkA	NA	NA
RefSeq_NC_008791.1	IncFII	NA	RefSeq_NC_008791.1	58302	59165	+	yopJ	YopJ/YopP family T3SS effector serine/threonine acetyltransferase	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	288	288	100.00	99.65	288	AAN37537.1	YopJ/YopP family T3SS effector serine/threonine acetyltransferase	NA	NA
RefSeq_NC_009377.1	IncFII	NA	RefSeq_NC_009377.1	5213	7399	+	yopO	type III secretion system effector protein kinase YopO/YpkA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	729	729	100.00	97.26	729	CFQ25321.1	type III secretion system effector protein kinase YopO/YpkA	NA	NA
RefSeq_NC_009377.1	IncFII	NA	RefSeq_NC_009377.1	7798	8661	+	yopJ	YopJ/YopP family T3SS effector serine/threonine acetyltransferase	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	288	288	100.00	99.65	288	AKN09807.1	YopJ/YopP family T3SS effector serine/threonine acetyltransferase	NA	NA
RefSeq_NC_009377.1	IncFII	NA	RefSeq_NC_009377.1	10347	11750	+	yopH	T3SS effector protein-tyrosine-phosphatase YopH	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	468	468	100.00	98.08	468	AJJ21453.1	T3SS effector protein-tyrosine-phosphatase YopH	NA	NA
RefSeq_NC_009377.1	IncFII	NA	RefSeq_NC_009377.1	23911	24723	-	virF	virulence regulon transcriptional activator VirF	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	271	271	100.00	97.79	271	AAD16833.1	virulence regulon transcriptional activator VirF	NA	NA
RefSeq_NC_009377.1	IncFII	NA	RefSeq_NC_009377.1	37919	38890	+	lcrV	type III secretion system needle tip protein LcrV	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	324	329	100.00	96.05	329	CNC59088.1	type III secretion system needle tip protein LcrV	NA	NA
RefSeq_NC_009377.1	IncFII	NA	RefSeq_NC_009377.1	39380	40582	+	yopB	type III secretion system translocon subunit YopB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	401	401	100.00	96.26	401	AAK69211.1	type III secretion system translocon subunit YopB	NA	NA
RefSeq_NC_009377.1	IncFII	NA	RefSeq_NC_009377.1	40604	41521	+	yopD	type III secretion system translocon subunit YopD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	306	306	100.00	97.71	306	AAK69210.1	type III secretion system translocon subunit YopD	NA	NA
RefSeq_NC_009377.1	IncFII	NA	RefSeq_NC_009377.1	57795	58451	-	yopE	type III secretion system effector GTPase activator YopE	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	219	219	100.00	94.06	219	AJJ21471.1	type III secretion system effector GTPase activator YopE	NA	NA
RefSeq_NC_009595.1	IncFII	NA	RefSeq_NC_009595.1	2393	3049	-	yopE	type III secretion system effector GTPase activator YopE	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	219	219	100.00	94.06	219	AJJ21471.1	type III secretion system effector GTPase activator YopE	NA	NA
RefSeq_NC_009595.1	IncFII	NA	RefSeq_NC_009595.1	23292	25478	+	yopO	type III secretion system effector protein kinase YopO/YpkA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	729	729	100.00	97.26	729	CFQ25321.1	type III secretion system effector protein kinase YopO/YpkA	NA	NA
RefSeq_NC_009595.1	IncFII	NA	RefSeq_NC_009595.1	25877	26740	+	yopJ	YopJ/YopP family T3SS effector serine/threonine acetyltransferase	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	288	288	100.00	99.65	288	AKN09807.1	YopJ/YopP family T3SS effector serine/threonine acetyltransferase	NA	NA
RefSeq_NC_009595.1	IncFII	NA	RefSeq_NC_009595.1	28426	29829	+	yopH	T3SS effector protein-tyrosine-phosphatase YopH	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	468	468	100.00	98.50	468	AJJ21453.1	T3SS effector protein-tyrosine-phosphatase YopH	NA	NA
RefSeq_NC_009595.1	IncFII	NA	RefSeq_NC_009595.1	40030	40842	-	virF	virulence regulon transcriptional activator VirF	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	271	271	100.00	97.79	271	AAD16833.1	virulence regulon transcriptional activator VirF	NA	NA
RefSeq_NC_009595.1	IncFII	NA	RefSeq_NC_009595.1	54039	55007	+	lcrV	type III secretion system needle tip protein LcrV	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	323	329	99.70	96.04	328	CNC59088.1	type III secretion system needle tip protein LcrV	NA	NA
RefSeq_NC_009595.1	IncFII	NA	RefSeq_NC_009595.1	55516	56718	+	yopB	type III secretion system translocon subunit YopB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	401	401	100.00	96.26	401	AAK69211.1	type III secretion system translocon subunit YopB	NA	NA
RefSeq_NC_009595.1	IncFII	NA	RefSeq_NC_009595.1	56740	57657	+	yopD	type III secretion system translocon subunit YopD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	306	306	100.00	97.71	306	AAK69210.1	type III secretion system translocon subunit YopD	NA	NA
RefSeq_NC_009595.1	IncFII	NA	RefSeq_NC_009595.1	63379	64344	-	yopT	T3SS effector cysteine protease YopT	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	322	322	100.00	92.55	322	AJJ21466.1	T3SS effector cysteine protease YopT	NA	NA
RefSeq_NC_009649.1	IncFII	NA	RefSeq_NC_009649.1	43875	44441	+	hsp20	small heat shock protein sHSP20	plus	STRESS	HEAT	NA	NA	EXACTX	189	189	100.00	100.00	189	CDY80020.1	small heat shock protein sHSP20	NA	NA
RefSeq_NC_009649.1	IncFII	NA	RefSeq_NC_009649.1	44559	47345	+	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTX	929	949	97.89	99.25	929	ASF80763.1	heat shock survival AAA family ATPase ClpK	NA	NA
RefSeq_NC_009649.1	IncFII	NA	RefSeq_NC_009649.1	59082	59429	+	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTX	116	116	100.00	100.00	116	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
RefSeq_NC_009649.1	IncFII	NA	RefSeq_NC_009649.1	59482	59841	+	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	120	120	100.00	91.67	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD	NA	NA
RefSeq_NC_009649.1	IncFII	NA	RefSeq_NC_009649.1	59862	61610	+	arsA	arsenite efflux transporter ATPase subunit ArsA	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	583	583	100.00	100.00	583	BAA24822.1	arsenite efflux transporter ATPase subunit ArsA	NA	NA
RefSeq_NC_009649.1	IncFII	NA	RefSeq_NC_009649.1	61661	62947	+	arsB	arsenite efflux transporter membrane subunit ArsB	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	429	429	100.00	100.00	429	BAA24823.1	arsenite efflux transporter membrane subunit ArsB	NA	NA
RefSeq_NC_009649.1	IncFII	NA	RefSeq_NC_009649.1	62963	63385	+	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	EXACTX	141	141	100.00	100.00	141	BAA24824.1	glutaredoxin-dependent arsenate reductase	NA	NA
RefSeq_NC_009649.1	IncFII	NA	RefSeq_NC_009649.1	71427	71858	-	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTX	144	144	100.00	94.44	144	CAA58532.1	copper resistance system metallochaperone PcoE	NA	NA
RefSeq_NC_009649.1	IncFII	NA	RefSeq_NC_009649.1	72078	73154	-	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	PARTIALX	359	466	77.04	99.16	359	CAA58530.1	copper resistance membrane spanning protein PcoS	NA	NA
RefSeq_NC_009649.1	IncFII	NA	RefSeq_NC_009649.1	74252	74929	-	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.00	100.00	226	CAA58529.1	copper response regulator transcription factor PcoR	NA	NA
RefSeq_NC_009649.1	IncFII	NA	RefSeq_NC_009649.1	74987	75913	-	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.00	99.68	309	CAA58528.1	copper resistance inner membrane protein PcoD	NA	NA
RefSeq_NC_009649.1	IncFII	NA	RefSeq_NC_009649.1	75921	76298	-	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTX	126	126	100.00	100.00	126	CAA58527.1	copper resistance system metallochaperone PcoC	NA	NA
RefSeq_NC_009649.1	IncFII	NA	RefSeq_NC_009649.1	76341	77228	-	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	EXACTX	296	296	100.00	100.00	296	CAA58526.1	copper-binding protein PcoB	NA	NA
RefSeq_NC_009649.1	IncFII	NA	RefSeq_NC_009649.1	77237	79051	-	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	EXACTX	605	605	100.00	100.00	605	CAA58525.1	multicopper oxidase PcoA	NA	NA
