plasmid_id	inc_type	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F
RefSeq_NZ_CM017265.1	IncFII	80684	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP006663.1	IncFII	117755	1.1.1.7.30.992	1	1	1	7	30	992
RefSeq_NZ_CP006747.1	IncFII	71523	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP006749.1	IncFII	140938	1.1.1.7.30.137	1	1	1	7	30	137
RefSeq_NZ_CP006750.1	IncFII	71523	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP006753.1	IncFII	71522	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP006756.1	IncFII	137012	1.1.1.7.30.137	1	1	1	7	30	137
RefSeq_NZ_CP006757.1	IncFII	71507	1.1.1.7.30.63	1	1	1	7	30	63
RefSeq_NZ_CP006761.1	IncFII	71523	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP006779.1	IncFII	137017	1.1.1.7.30.137	1	1	1	7	30	137
RefSeq_NZ_CP006780.1	IncFII	71522	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP006791.1	IncFII	70508	1.1.1.7.30.63	1	1	1	7	30	63
RefSeq_NZ_CP006795.1	IncFII	70507	1.1.1.7.30.63	1	1	1	7	30	63
RefSeq_NZ_CP006922.1	IncFII	86232	1.1.1.7.30.1043	1	1	1	7	30	1043
RefSeq_NZ_CP007231.1	IncFII	60687	1.1.1.7.30.2173	1	1	1	7	30	2173
RefSeq_NZ_CP007449.1	IncFII	78924	1.1.1.7.30.287	1	1	1	7	30	287
RefSeq_NZ_CP007450.1	IncFII	49188	1.1.1.7.30.2174	1	1	1	7	30	2174
RefSeq_NZ_CP007489.1	IncFII	93965	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP007508.1	IncFII	59372	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP007529.1	IncFII	59369	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP007582.1	IncFII	91739	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP007729.1	IncFII	243824	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP007730.1	IncFII	113639	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_CP007734.1	IncFII	338850	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP007736.1	IncFII	113440	1.1.1.7.30.728	1	1	1	7	30	728
RefSeq_NZ_CP008715.1	IncFII	120653	1.1.1.7.30.1008	1	1	1	7	30	1008
RefSeq_NZ_CP008745.1	IncFII	93833	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP008800.1	IncFII	194877	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP008806.1	IncFII	94645	1.1.1.7.30.485	1	1	1	7	30	485
RefSeq_NZ_CP008829.1	IncFII	243824	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP008830.1	IncFII	113639	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_CP008833.1	IncFII	113639	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_CP008842.1	IncFII	204468	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP008898.1	IncFII	62247	1.1.1.7.30.2072	1	1	1	7	30	2072
RefSeq_NZ_CP008907.1	IncFII	111227	1.1.1.7.30.1178	1	1	1	7	30	1178
RefSeq_NZ_CP008927.1	IncFII	59372	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP008930.1	IncFII	187571	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP009053.1	IncFII	78111	1.1.1.7.30.416	1	1	1	7	30	416
RefSeq_NZ_CP009115.1	IncFII	118061	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP009167.1	IncFII	108501	1.1.1.7.30.852	1	1	1	7	30	852
RefSeq_NZ_CP009231.1	IncFII	155456	1.1.1.7.30.1162	1	1	1	7	30	1162
RefSeq_NZ_CP009232.1	IncFII	172280	1.1.1.7.30.1162	1	1	1	7	30	1162
RefSeq_NZ_CP009233.1	IncFII	154789	1.1.1.7.30.1162	1	1	1	7	30	1162
RefSeq_NZ_CP009275.1	IncFII	162706	1.1.1.7.30.913	1	1	1	7	30	913
RefSeq_NZ_CP009366.1	IncFII	66663	1.1.1.7.30.67	1	1	1	7	30	67
RefSeq_NZ_CP009466.1	IncFII	113105	1.1.1.7.30.792	1	1	1	7	30	792
RefSeq_NZ_CP009491.1	IncFII	70288	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP009703.1	IncFII	68549	1.1.1.7.30.63	1	1	1	7	30	63
RefSeq_NZ_CP009711.1	IncFII	68525	1.1.1.7.30.63	1	1	1	7	30	63
RefSeq_NZ_CP009713.1	IncFII	71507	1.1.1.7.30.63	1	1	1	7	30	63
RefSeq_NZ_CP009721.1	IncFII	70305	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP009758.1	IncFII	68394	1.1.1.7.30.63	1	1	1	7	30	63
RefSeq_NZ_CP009773.1	IncFII	75618	1.1.1.7.30.466	1	1	1	7	30	466
RefSeq_NZ_CP009776.1	IncFII	115320	1.1.1.7.30.1694	1	1	1	7	30	1694
RefSeq_NZ_CP009777.1	IncFII	212192	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP009779.1	IncFII	69812	1.1.1.7.30.63	1	1	1	7	30	63
RefSeq_NZ_CP009783.1	IncFII	70305	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP009835.1	IncFII	71004	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP009837.1	IncFII	69701	1.1.1.7.30.66	1	1	1	7	30	66
RefSeq_NZ_CP009842.1	IncFII	70305	1.1.1.7.30.63	1	1	1	7	30	63
RefSeq_NZ_CP009845.1	IncFII	69199	1.1.1.7.30.70	1	1	1	7	30	70
RefSeq_NZ_CP009860.1	IncFII	121385	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP009875.1	IncFII	113639	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_CP009879.1	IncFII	178563	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP009905.1	IncFII	70290	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP009937.1	IncFII	68190	1.1.1.7.30.63	1	1	1	7	30	63
RefSeq_NZ_CP009972.1	IncFII	70305	1.1.1.7.30.63	1	1	1	7	30	63
RefSeq_NZ_CP009990.1	IncFII	68552	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP009995.1	IncFII	77073	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP010022.1	IncFII	70169	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP010069.1	IncFII	74956	1.1.1.7.30.63	1	1	1	7	30	63
RefSeq_NZ_CP010120.1	IncFII	63684	1.1.1.7.30.2090	1	1	1	7	30	2090
RefSeq_NZ_CP010241.1	IncFII	62376	1.1.1.7.30.2028	1	1	1	7	30	2028
RefSeq_NZ_CP010246.1	IncFII	71525	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP010305.1	IncFII	94730	1.1.1.7.30.485	1	1	1	7	30	485
RefSeq_NZ_CP010345.1	IncFII	100061	1.1.1.7.30.852	1	1	1	7	30	852
RefSeq_NZ_CP010363.1	IncFII	139941	1.1.1.7.30.1059	1	1	1	7	30	1059
RefSeq_NZ_CP010390.1	IncFII	198371	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP010393.1	IncFII	207543	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP010882.1	IncFII	122966	1.1.1.7.30.1502	1	1	1	7	30	1502
RefSeq_NZ_CP011287.1	IncFII	69433	1.1.1.7.30.71	1	1	1	7	30	71
RefSeq_NZ_CP011332.1	IncFII	75079	1.1.1.7.30.415	1	1	1	7	30	415
RefSeq_NZ_CP011395.1	IncFII	59336	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_CP011493.1	IncFII	140232	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP011577.1	IncFII	130719	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP011590.1	IncFII	96842	1.1.1.7.30.1808	1	1	1	7	30	1808
RefSeq_NZ_CP011595.1	IncFII	113105	1.1.1.7.30.792	1	1	1	7	30	792
RefSeq_NZ_CP011615.1	IncFII	113105	1.1.1.7.30.792	1	1	1	7	30	792
RefSeq_NZ_CP011621.1	IncFII	77808	1.1.1.7.30.1041	1	1	1	7	30	1041
RefSeq_NZ_CP011623.1	IncFII	250396	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP011641.1	IncFII	199444	1.1.1.7.30.1276	1	1	1	7	30	1276
RefSeq_NZ_CP011840.1	IncFII	59372	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_CP011843.1	IncFII	59372	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_CP011916.1	IncFII	110961	1.1.1.7.30.1186	1	1	1	7	30	1186
RefSeq_NZ_CP011943.1	IncFII	59372	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_CP011977.1	IncFII	218836	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP011981.1	IncFII	130552	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_CP011986.1	IncFII	113639	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_CP012169.1	IncFII	210894	1.1.1.7.30.1184	1	1	1	7	30	1184
RefSeq_NZ_CP012197.1	IncFII	185134	1.1.1.7.30.1162	1	1	1	7	30	1162
RefSeq_NZ_CP012345.2	IncFII	49584	1.1.1.7.30.326	1	1	1	7	30	326
RefSeq_NZ_CP012348.1	IncFII	86650	1.1.1.7.30.327	1	1	1	7	30	327
RefSeq_NZ_CP012397.1	IncFII	116939	1.1.1.7.30.938	1	1	1	7	30	938
RefSeq_NZ_CP012564.1	IncFII	88800	1.1.1.7.30.838	1	1	1	7	30	838
RefSeq_NZ_CP012566.1	IncFII	127690	1.1.1.7.30.1262	1	1	1	7	30	1262
RefSeq_NZ_CP012567.1	IncFII	196706	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP012569.1	IncFII	83730	1.1.1.7.30.838	1	1	1	7	30	838
RefSeq_NZ_CP012571.1	IncFII	126863	1.1.1.7.30.1262	1	1	1	7	30	1262
RefSeq_NZ_CP012572.1	IncFII	163420	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP012834.1	IncFII	53952	1.1.1.7.30.97	1	1	1	7	30	97
RefSeq_NZ_CP012884.1	IncFII	194742	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP012988.3	IncFII	190072	1.1.1.7.30.1225	1	1	1	7	30	1225
RefSeq_NZ_CP012993.2	IncFII	190072	1.1.1.7.30.1225	1	1	1	7	30	1225
RefSeq_NZ_CP013098.1	IncFII	59373	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP013186.1	IncFII	77339	1.1.1.7.30.416	1	1	1	7	30	416
RefSeq_NZ_CP013191.1	IncFII	106519	1.1.1.7.30.477	1	1	1	7	30	477
RefSeq_NZ_CP013323.1	IncFII	257944	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP013326.1	IncFII	77808	1.1.1.7.30.1041	1	1	1	7	30	1041
RefSeq_NZ_CP013339.1	IncFII	152010	1.1.1.7.30.1305	1	1	1	7	30	1305
RefSeq_NZ_CP013657.1	IncFII	143748	1.1.1.7.30.1166	1	1	1	7	30	1166
RefSeq_NZ_CP013832.1	IncFII	145221	1.1.1.7.30.1545	1	1	1	7	30	1545
RefSeq_NZ_CP013833.1	IncFII	126302	1.1.1.7.30.1166	1	1	1	7	30	1166
RefSeq_NZ_CP013834.1	IncFII	62183	1.1.1.7.30.1104	1	1	1	7	30	1104
RefSeq_NZ_CP013972.1	IncFII	48472	1.1.1.7.30.2163	1	1	1	7	30	2163
RefSeq_NZ_CP013973.1	IncFII	39613	1.1.1.7.30.146	1	1	1	7	30	146
RefSeq_NZ_CP013986.1	IncFII	163254	1.1.1.7.30.1078	1	1	1	7	30	1078
RefSeq_NZ_CP014005.1	IncFII	101030	1.1.1.7.30.1271	1	1	1	7	30	1271
RefSeq_NZ_CP014050.2	IncFII	93933	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP014073.1	IncFII	151998	1.1.1.7.30.1193	1	1	1	7	30	1193
RefSeq_NZ_CP014077.2	IncFII	41775	1.1.1.7.30.1780	1	1	1	7	30	1780
RefSeq_NZ_CP014121.1	IncFII	200203	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP014321.1	IncFII	107507	1.1.1.7.30.1123	1	1	1	7	30	1123
RefSeq_NZ_CP014357.1	IncFII	93837	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP014359.1	IncFII	94075	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP014498.1	IncFII	209768	1.1.1.7.30.1612	1	1	1	7	30	1612
RefSeq_NZ_CP014537.1	IncFII	93844	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP014650.1	IncFII	113639	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_CP014669.1	IncFII	113852	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_CP014697.2	IncFII	152001	1.1.1.7.30.1193	1	1	1	7	30	1193
RefSeq_NZ_CP014765.1	IncFII	106559	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_CP014962.1	IncFII	93850	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP014968.1	IncFII	94016	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP014970.1	IncFII	94014	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP014973.1	IncFII	93960	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP014976.1	IncFII	94019	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP014980.1	IncFII	94034	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP014997.1	IncFII	81966	1.1.1.7.30.462	1	1	1	7	30	462
RefSeq_NZ_CP015070.1	IncFII	111851	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP015077.1	IncFII	133735	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP015086.1	IncFII	130920	1.1.1.7.30.1090	1	1	1	7	30	1090
RefSeq_NZ_CP015132.1	IncFII	224457	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP015135.1	IncFII	158741	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP015158.1	IncFII	93829	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP015239.1	IncFII	125977	1.1.1.7.30.2062	1	1	1	7	30	2062
RefSeq_NZ_CP015383.1	IncFII	182846	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP015386.1	IncFII	199497	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP015387.1	IncFII	139933	1.1.1.7.30.1059	1	1	1	7	30	1059
RefSeq_NZ_CP015393.1	IncFII	202696	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP015395.1	IncFII	116419	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP015396.1	IncFII	110092	1.1.1.7.30.457	1	1	1	7	30	457
RefSeq_NZ_CP015502.1	IncFII	140874	1.1.1.7.30.839	1	1	1	7	30	839
RefSeq_NZ_CP015525.1	IncFII	59372	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_CP015527.1	IncFII	59371	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_CP015754.1	IncFII	165275	1.1.1.7.30.1000	1	1	1	7	30	1000
RefSeq_NZ_CP015816.1	IncFII	95910	1.1.1.7.30.499	1	1	1	7	30	499
RefSeq_NZ_CP015823.1	IncFII	205221	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP015824.1	IncFII	103147	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_CP015844.2	IncFII	95598	1.1.1.7.30.499	1	1	1	7	30	499
RefSeq_NZ_CP015847.2	IncFII	95599	1.1.1.7.30.499	1	1	1	7	30	499
RefSeq_NZ_CP016011.1	IncFII	67730	1.1.1.7.30.96	1	1	1	7	30	96
RefSeq_NZ_CP016160.1	IncFII	165276	1.1.1.7.30.1000	1	1	1	7	30	1000
RefSeq_NZ_CP016274.1	IncFII	70304	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP016390.1	IncFII	93855	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP016402.1	IncFII	57009	1.1.1.7.30.1771	1	1	1	7	30	1771
RefSeq_NZ_CP016626.1	IncFII	95598	1.1.1.7.30.485	1	1	1	7	30	485
RefSeq_NZ_CP016763.1	IncFII	127005	1.1.1.7.30.974	1	1	1	7	30	974
RefSeq_NZ_CP016810.1	IncFII	307743	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP016812.1	IncFII	65887	1.1.1.7.30.465	1	1	1	7	30	465
RefSeq_NZ_CP016933.1	IncFII	74497	1.1.1.7.30.66	1	1	1	7	30	66
RefSeq_NZ_CP016936.1	IncFII	88902	1.1.1.7.30.71	1	1	1	7	30	71
RefSeq_NZ_CP016939.1	IncFII	73034	1.1.1.7.30.66	1	1	1	7	30	66
RefSeq_NZ_CP016943.1	IncFII	73026	1.1.1.7.30.66	1	1	1	7	30	66
RefSeq_NZ_CP016946.1	IncFII	73029	1.1.1.7.30.66	1	1	1	7	30	66
RefSeq_NZ_CP017178.1	IncFII	59371	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP017185.1	IncFII	151583	1.1.1.7.30.320	1	1	1	7	30	320
RefSeq_NZ_CP017187.1	IncFII	131604	1.1.1.7.30.1696	1	1	1	7	30	1696
RefSeq_NZ_CP017281.1	IncFII	92219	1.1.1.7.30.1214	1	1	1	7	30	1214
RefSeq_NZ_CP017283.1	IncFII	108867	1.1.1.7.30.445	1	1	1	7	30	445
RefSeq_NZ_CP017285.1	IncFII	108857	1.1.1.7.30.445	1	1	1	7	30	445
RefSeq_NZ_CP017286.1	IncFII	92231	1.1.1.7.30.1214	1	1	1	7	30	1214
RefSeq_NZ_CP017473.1	IncFII	169226	1.1.1.7.30.1852	1	1	1	7	30	1852
RefSeq_NZ_CP017585.1	IncFII	25681	1.1.1.7.30.2145	1	1	1	7	30	2145
RefSeq_NZ_CP017586.1	IncFII	34447	1.1.1.7.30.2148	1	1	1	7	30	2148
RefSeq_NZ_CP017590.1	IncFII	132938	1.1.1.7.30.1890	1	1	1	7	30	1890
RefSeq_NZ_CP017620.1	IncFII	93595	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP017729.1	IncFII	93826	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP017779.1	IncFII	173923	1.1.1.7.30.1384	1	1	1	7	30	1384
RefSeq_NZ_CP017848.1	IncFII	137665	1.1.1.7.30.1883	1	1	1	7	30	1883
RefSeq_NZ_CP017850.1	IncFII	108965	1.1.1.7.30.445	1	1	1	7	30	445
RefSeq_NZ_CP017851.1	IncFII	92232	1.1.1.7.30.1214	1	1	1	7	30	1214
RefSeq_NZ_CP017929.1	IncFII	113105	1.1.1.7.30.792	1	1	1	7	30	792
RefSeq_NZ_CP017981.1	IncFII	91451	1.1.1.7.30.1358	1	1	1	7	30	1358
RefSeq_NZ_CP017991.1	IncFII	144025	1.1.1.7.30.1682	1	1	1	7	30	1682
RefSeq_NZ_CP017992.1	IncFII	79045	1.1.1.7.30.1807	1	1	1	7	30	1807
RefSeq_NZ_CP018340.1	IncFII	81939	1.1.1.7.30.1271	1	1	1	7	30	1271
RefSeq_NZ_CP018341.1	IncFII	81641	1.1.1.7.30.1135	1	1	1	7	30	1135
RefSeq_NZ_CP018355.1	IncFII	207543	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP018365.1	IncFII	260772	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP018366.1	IncFII	94434	1.1.1.7.30.968	1	1	1	7	30	968
RefSeq_NZ_CP018424.1	IncFII	208225	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP018430.1	IncFII	208225	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP018434.1	IncFII	208225	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP018441.1	IncFII	180027	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP018634.1	IncFII	92831	1.1.1.7.30.327	1	1	1	7	30	327
RefSeq_NZ_CP018636.1	IncFII	59373	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP018639.1	IncFII	59335	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP018641.1	IncFII	59371	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_CP018650.1	IncFII	59372	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP018653.1	IncFII	59334	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_CP018656.1	IncFII	244210	1.1.1.7.30.753	1	1	1	7	30	753
RefSeq_NZ_CP018658.1	IncFII	94039	1.1.1.7.30.327	1	1	1	7	30	327
RefSeq_NZ_CP018660.1	IncFII	59370	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_CP018663.1	IncFII	59356	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP018670.1	IncFII	183432	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP018693.1	IncFII	180027	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP018815.1	IncFII	139942	1.1.1.7.30.1192	1	1	1	7	30	1192
RefSeq_NZ_CP018818.1	IncFII	117755	1.1.1.7.30.1231	1	1	1	7	30	1231
RefSeq_NZ_CP018886.1	IncFII	217456	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP018922.1	IncFII	21738	1.1.1.7.30.120	1	1	1	7	30	120
RefSeq_NZ_CP018947.1	IncFII	143972	1.1.1.7.30.1162	1	1	1	7	30	1162
RefSeq_NZ_CP018954.1	IncFII	97654	1.1.1.7.30.1085	1	1	1	7	30	1085
RefSeq_NZ_CP018955.1	IncFII	101186	1.1.1.7.30.1065	1	1	1	7	30	1065
RefSeq_NZ_CP018969.1	IncFII	82364	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP018978.1	IncFII	117844	1.1.1.7.30.1166	1	1	1	7	30	1166
RefSeq_NZ_CP018989.1	IncFII	85865	1.1.1.7.30.991	1	1	1	7	30	991
RefSeq_NZ_CP018992.1	IncFII	110226	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_CP019001.1	IncFII	272202	1.1.1.7.30.382	1	1	1	7	30	382
RefSeq_NZ_CP019009.1	IncFII	130905	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP019014.1	IncFII	142829	1.1.1.7.30.1166	1	1	1	7	30	1166
RefSeq_NZ_CP019028.1	IncFII	147346	1.1.1.7.30.1162	1	1	1	7	30	1162
RefSeq_NZ_CP019175.1	IncFII	94727	1.1.1.7.30.470	1	1	1	7	30	470
RefSeq_NZ_CP019187.1	IncFII	100629	1.1.1.7.30.792	1	1	1	7	30	792
RefSeq_NZ_CP019191.1	IncFII	28662	1.1.1.7.30.125	1	1	1	7	30	125
RefSeq_NZ_CP019276.1	IncFII	91701	1.1.1.7.30.1108	1	1	1	7	30	1108
RefSeq_NZ_CP019456.1	IncFII	159821	1.1.1.7.30.1096	1	1	1	7	30	1096
RefSeq_NZ_CP019773.1	IncFII	208528	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP019774.1	IncFII	114073	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_CP019840.1	IncFII	85262	1.1.1.7.30.784	1	1	1	7	30	784
RefSeq_NZ_CP019890.1	IncFII	124759	1.1.1.7.30.716	1	1	1	7	30	716
RefSeq_NZ_CP019904.1	IncFII	108340	1.1.1.7.30.1712	1	1	1	7	30	1712
RefSeq_NZ_CP020050.1	IncFII	113431	1.1.1.7.30.839	1	1	1	7	30	839
RefSeq_NZ_CP020062.1	IncFII	152697	1.1.1.7.30.1510	1	1	1	7	30	1510
RefSeq_NZ_CP020064.1	IncFII	83376	1.1.1.7.30.1601	1	1	1	7	30	1601
RefSeq_NZ_CP020065.1	IncFII	74540	1.1.1.7.30.1797	1	1	1	7	30	1797
RefSeq_NZ_CP020069.1	IncFII	213013	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP020072.1	IncFII	209424	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP020109.1	IncFII	169952	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP020338.1	IncFII	95633	1.1.1.7.30.1750	1	1	1	7	30	1750
RefSeq_NZ_CP020496.1	IncFII	120668	1.1.1.7.30.1345	1	1	1	7	30	1345
RefSeq_NZ_CP020499.1	IncFII	178294	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP020506.1	IncFII	219979	1.1.1.7.30.1287	1	1	1	7	30	1287
RefSeq_NZ_CP020508.1	IncFII	224208	1.1.1.7.30.1278	1	1	1	7	30	1278
RefSeq_NZ_CP020515.1	IncFII	158757	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP020519.1	IncFII	120667	1.1.1.7.30.1345	1	1	1	7	30	1345
RefSeq_NZ_CP020523.1	IncFII	113880	1.1.1.7.30.1271	1	1	1	7	30	1271
RefSeq_NZ_CP020824.1	IncFII	59372	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_CP020826.1	IncFII	59363	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_CP020838.1	IncFII	232540	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP020842.1	IncFII	180210	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP020843.1	IncFII	97202	1.1.1.7.30.1370	1	1	1	7	30	1370
RefSeq_NZ_CP020851.1	IncFII	161100	1.1.1.7.30.1423	1	1	1	7	30	1423
RefSeq_NZ_CP020855.1	IncFII	221428	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP020902.1	IncFII	338512	1.1.1.7.30.747	1	1	1	7	30	747
RefSeq_NZ_CP020903.1	IncFII	200365	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP020904.1	IncFII	120533	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_CP020905.1	IncFII	41111	1.1.1.7.53.2203	1	1	1	7	53	2203
RefSeq_NZ_CP020923.1	IncFII	116677	1.1.1.7.30.327	1	1	1	7	30	327
RefSeq_NZ_CP021204.1	IncFII	92438	1.1.1.7.30.1456	1	1	1	7	30	1456
