plasmid_id	inc_type	inc_confidence	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F	nn_distance	nn_training_id	source
AP021941.1	repPae_large	100.0	69526	1.1.3.42.146.3265	1	1	3	42	146	3265	0.0061	NZ_MF144194.1	reference
AP021942.1	repPae_small	100.0	22511	1.1.3.42.462.3266	1	1	3	42	462	3266	0.013239	NZ_LS998784.1	reference
AP021943.1	repPae_large	100.0	12343	1.1.3.42.463.3267	1	1	3	42	463	3267	0.015419	NZ_LC586266.1	reference
AP021970.1	IncFII	100.0	253831	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000178	RefSeq_NZ_CP064247.1	reference
AP021971.1	IncN	62.6	39860	1.1.3.42.150.3268	1	1	3	42	150	3268	0.004192	RefSeq_NZ_CP067257.1	reference
AP022086.1	IncFII	24.9	281370	1.1.3.42.150.1399	1	1	3	42	150	1399	0.000731	RefSeq_NZ_OL348379.1	reference
AP022134.1	IncN	100.0	272100	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000469	RefSeq_NZ_CP026642.1	reference
AP022135.1	IncFII	100.0	74230	1.1.3.42.150.3269	1	1	3	42	150	3269	0.002602	RefSeq_NZ_MH643791.1	reference
AP022136.1	IncN	77.9	49849	1.1.3.42.150.3270	1	1	3	42	150	3270	0.005369	RefSeq_NZ_OP242217.1	reference
AP022137.1	IncX1	80.7	2644	1.1.36.193.464.3271	1	1	36	193	464	3271	0.062542	RefSeq_NC_011078.1	reference
AP022138.1	IncX3	100.0	2421	1.1.37.194.465.3272	1	1	37	194	465	3272	0.050014	NZ_KT362706.1	reference
AP022158.1	IncFII	100.0	242118	1.1.3.42.150.1863	1	1	3	42	150	1863	0.00014	RefSeq_NZ_CP098176.1	reference
AP022229.1	IncFII	59.8	98736	1.1.3.42.150.3273	1	1	3	42	150	3273	0.002845	RefSeq_NZ_CP037964.1	reference
AP022230.1	repAci_large	40.3	42731	1.1.3.195.466.3274	1	1	3	195	466	3274	0.022408	NZ_CP050404.1	reference
AP022231.1	IncFII	60.7	11175	1.1.3.42.467.3275	1	1	3	42	467	3275	0.015679	RefSeq_NZ_CP051385.1	reference
AP022232.1	IncFII	59.9	9495	1.1.3.42.468.3276	1	1	3	42	468	3276	0.018749	NZ_CP128941.1	reference
AP022233.1	IncFII	79.9	5943	1.1.3.196.469.3277	1	1	3	196	469	3277	0.032932	RefSeq_NZ_CM016900.1	reference
AP022234.1	IncX1	60.6	5010	1.1.3.197.470.3278	1	1	3	197	470	3278	0.032831	RefSeq_NZ_MN868653.1	reference
AP022235.1	IncFII	100.0	4820	1.1.3.198.471.3279	1	1	3	198	471	3279	0.032576	RefSeq_NZ_JYFY02000008.1	reference
AP022236.1	IncX1	100.0	4165	1.1.3.199.472.3280	1	1	3	199	472	3280	0.037	RefSeq_NZ_MN868652.1	reference
AP022237.1	IncX1	100.0	2442	1.1.38.200.473.3281	1	1	38	200	473	3281	0.059874	RefSeq_NZ_CP070925.1	reference
AP022265.1	repPae_large	59.7	37223	1.1.3.201.474.3282	1	1	3	201	474	3282	0.038532	NZ_CP115195.1	reference
AP022266.1	IncFII	40.2	5942	1.1.3.202.475.3283	1	1	3	202	475	3283	0.041718	RefSeq_NZ_CP035200.1	reference
AP022267.1	repPae_large	100.0	2838	1.1.39.203.476.3284	1	1	39	203	476	3284	0.072256	NZ_CP073083.1	reference
AP022275.1	IncFII	60.5	132349	1.1.3.42.150.3285	1	1	3	42	150	3285	0.003342	RefSeq_NZ_MN182750.1	reference
AP022276.1	IncFII	100.0	128763	1.1.3.42.150.3286	1	1	3	42	150	3286	0.001039	RefSeq_NZ_CP090910.1	reference
AP022277.1	repPae_large	80.9	46974	1.1.3.42.146.3287	1	1	3	42	146	3287	0.008804	NC_008357.1	reference
AP022278.1	repPae_small	67.1	13354	1.1.3.204.477.3288	1	1	3	204	477	3288	0.02146	NZ_CP123955.1	reference
AP022279.1	repPae_large	58.3	4898	1.1.3.205.478.3289	1	1	3	205	478	3289	0.048396	NZ_CP069207.1	reference
AP022280.1	IncX1	79.3	4450	1.1.3.206.479.3290	1	1	3	206	479	3290	0.032713	NZ_MW390518.1	reference
AP022308.1	repPae_large	69.1	1517105	1.1.3.207.480.3291	1	1	3	207	480	3291	0.033244	NZ_CP077972.1	reference
AP022309.1	repPae_large	74.1	494197	1.1.3.42.84.3292	1	1	3	42	84	3292	0.009283	NZ_CP064400.1	reference
AP022310.1	repPae_large	78.6	481972	1.1.3.42.481.3293	1	1	3	42	481	3293	0.01217	NZ_CP064400.1	reference
AP022311.1	repPae_large	81.5	246373	1.1.3.42.482.3294	1	1	3	42	482	3294	0.012694	NZ_CP064400.1	reference
AP022312.1	repPae_large	83.1	179010	1.1.3.42.483.3295	1	1	3	42	483	3295	0.010361	NZ_CP064400.1	reference
AP022381.1	IncAC2	82.5	188466	1.1.3.42.150.1028	1	1	3	42	150	1028	0.000376	NZ_CP031610.1	reference
AP022382.1	IncN	80.4	81737	1.1.3.42.150.3296	1	1	3	42	150	3296	0.005809	RefSeq_NZ_CP019356.1	reference
AP022383.1	ColRNAI	100.0	10123	1.1.3.42.142.3297	1	1	3	42	142	3297	0.006691	NZ_LC505458.1	reference
AP022385.1	IncAC2	35.2	157747	1.1.3.42.150.896	1	1	3	42	150	896	0.000575	NZ_MZ606384.2	reference
AP022386.1	IncN	80.5	81868	1.1.3.42.150.3298	1	1	3	42	150	3298	0.005827	RefSeq_NZ_MG656414.1	reference
AP022387.1	IncAC2	59.8	30719	1.1.3.42.150.3299	1	1	3	42	150	3299	0.005038	NZ_CP031610.1	reference
AP022388.1	ColRNAI	65.6	10123	1.1.3.42.130.3300	1	1	3	42	130	3300	0.006739	NZ_CP132199.1	reference
AP022420.1	IncHI2	57.9	191493	1.1.3.42.150.3301	1	1	3	42	150	3301	0.002341	RefSeq_NZ_CP067266.1	reference
AP022421.1	IncFII	59.7	143040	1.1.3.42.150.3302	1	1	3	42	150	3302	0.002283	NZ_CP059424.1	reference
AP022422.1	IncN	100.0	67379	1.1.3.42.150.3303	1	1	3	42	150	3303	0.001721	RefSeq_NZ_CP070554.1	reference
AP022423.1	IncFII	79.7	12436	1.1.3.208.484.3304	1	1	3	208	484	3304	0.026827	RefSeq_NZ_JAHLYD010000021.1	reference
AP022424.1	repSA_small	79.2	4901	1.1.3.209.485.3305	1	1	3	209	485	3305	0.047269	NZ_CP068133.1	reference
AP022425.1	IncFII	100.0	3963	1.1.40.210.486.3306	1	1	40	210	486	3306	0.051968	RefSeq_NZ_CP056588.1	reference
AP022426.1	IncN	100.0	3652	1.1.41.211.487.3307	1	1	41	211	487	3307	0.060987	RefSeq_NZ_CP104954.1	reference
AP022427.1	IncN	80.1	3560	1.1.3.212.488.3308	1	1	3	212	488	3308	0.034433	RefSeq_NZ_AP022354.1	reference
AP022428.1	IncX1	60.6	3514	1.1.3.213.489.3309	1	1	3	213	489	3309	0.039695	RefSeq_NZ_CP027138.1	reference
AP022429.1	repEF_res	64.2	2929	1.1.3.214.490.3310	1	1	3	214	490	3310	0.043001	NZ_CP014532.1	reference
AP022430.1	IncN	100.0	2028	1.1.42.215.491.3311	1	1	42	215	491	3311	0.057699	RefSeq_NZ_CP063227.1	reference
AP022439.1	IncFII	80.6	254388	1.1.3.42.150.3312	1	1	3	42	150	3312	0.001532	RefSeq_NZ_MN480461.1	reference
AP022440.1	IncFII	100.0	6753	1.1.3.216.492.3313	1	1	3	216	492	3313	0.021651	RefSeq_NZ_CP130665.1	reference
AP022441.1	IncHI1	40.5	5711	1.1.3.217.493.3314	1	1	3	217	493	3314	0.02941	NZ_CP016921.1	reference
AP022442.1	IncHI1	39.9	4534	1.1.3.218.494.3315	1	1	3	218	494	3315	0.042376	RefSeq_NZ_CP127502.1	reference
AP022443.1	IncX1	80.6	4119	1.1.3.219.495.3316	1	1	3	219	495	3316	0.039458	RefSeq_NZ_LS999563.1	reference
AP022444.1	IncX1	79.8	3860	1.1.3.220.496.3317	1	1	3	220	496	3317	0.040559	RefSeq_NZ_CP022061.1	reference
AP022445.1	IncFII	80.1	2224	1.1.43.221.497.3318	1	1	43	221	497	3318	0.054172	RefSeq_NZ_CP092275.1	reference
AP022520.1	IncHI2	84.1	266476	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000406	NZ_CP050163.1	reference
AP022521.1	IncFII	100.0	159851	1.1.3.42.150.3319	1	1	3	42	150	3319	0.001394	RefSeq_NZ_CP047766.1	reference
AP022522.1	IncFII	80.1	4956	1.1.3.222.498.3320	1	1	3	222	498	3320	0.037411	RefSeq_NZ_CP034322.1	reference
AP022523.1	IncFII	100.0	4858	1.1.3.223.499.3321	1	1	3	223	499	3321	0.032974	RefSeq_NZ_CP028389.3	reference
AP022524.1	IncFII	100.0	3875	1.1.3.224.500.3322	1	1	3	224	500	3322	0.036146	RefSeq_NZ_MF788069.1	reference
AP022554.1	IncFII	100.0	190035	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000761	RefSeq_NZ_CP023947.1	reference
AP022555.1	IncFII	100.0	70483	1.1.3.42.150.1073	1	1	3	42	150	1073	0.000761	RefSeq_NZ_CP102440.1	reference
AP022556.1	IncFII	100.0	29804	1.1.3.42.501.3323	1	1	3	42	501	3323	0.012538	RefSeq_NZ_CP039807.1	reference
AP022644.1	repSA_large	80.3	363764	1.1.3.42.118.3324	1	1	3	42	118	3324	0.006336	NZ_CP085314.1	reference
AP022645.1	repEF_res	59.3	72105	1.1.3.42.118.3325	1	1	3	42	118	3325	0.009691	NZ_CP085290.1	reference
AP022646.1	repAci_large	59.9	60534	1.6.44.225.502.3326	1	6	44	225	502	3326	0.116356	NZ_CP155456.1	reference
AP022647.1	repEF_conj	59.7	14157	1.1.45.226.503.3327	1	1	45	226	503	3327	0.051343	NZ_AP019813.1	reference
AP022648.1	repAci_large	100.0	13909	1.1.46.227.504.3328	1	1	46	227	504	3328	0.083323	NZ_CP026128.1	reference
AP022649.1	repSA_large	100.0	8882	1.1.3.42.505.3329	1	1	3	42	505	3329	0.016549	NZ_CP026065.1	reference
AP022831.1	repPae_large	100.0	32375	1.1.3.228.506.3330	1	1	3	228	506	3330	0.031386	NZ_CP199766.1	reference
AP022832.1	repPae_large	100.0	32277	1.1.3.229.507.3331	1	1	3	229	507	3331	0.020064	NZ_MN894887.1	reference
AP022833.1	repPae_large	100.0	27385	1.1.3.230.508.3332	1	1	3	230	508	3332	0.027161	NZ_CP171950.1	reference
AP022895.1	repEF_res	60.3	278725	1.1.3.42.118.3333	1	1	3	42	118	3333	0.009508	NZ_CP114620.1	reference
AP022896.1	repSA_large	100.0	67774	1.1.3.42.118.3334	1	1	3	42	118	3334	0.008711	NZ_LT799381.1	reference
AP022897.1	repEF_conj	100.0	6009	1.1.3.231.509.3335	1	1	3	231	509	3335	0.027724	NZ_CP124932.1	reference
AP022898.1	repEF_res	100.0	4796	1.1.3.232.510.3336	1	1	3	232	510	3336	0.033853	NZ_CP068125.1	reference
AP022899.1	repEF_conj	100.0	3869	1.1.3.233.511.3337	1	1	3	233	511	3337	0.031017	NZ_CP022484.1	reference
AP022900.1	repEF_res	40.7	3462	1.1.3.234.512.3338	1	1	3	234	512	3338	0.046597	NZ_CP068125.1	reference
AP022901.1	repAci_large	39.4	3287	1.1.47.235.513.3339	1	1	47	235	513	3339	0.06444	NZ_CP068127.1	reference
AP022902.1	repEF_res	80.1	2577	1.1.48.236.514.3340	1	1	48	236	514	3340	0.064688	NZ_JBJUSV010000006.1	reference
AP023006.1	repEF_res	61.1	435106	1.1.3.42.118.3341	1	1	3	42	118	3341	0.008248	NZ_CP065929.1	reference
AP023007.1	repSA_large	68.0	74958	1.1.3.42.118.3342	1	1	3	42	118	3342	0.008984	NZ_LT799381.1	reference
AP023008.1	repEF_conj	59.8	52713	1.1.3.42.118.3343	1	1	3	42	118	3343	0.008421	NZ_CP025078.1	reference
AP023009.1	repEF_conj	100.0	10816	1.1.3.42.515.3344	1	1	3	42	515	3344	0.017712	NZ_JBJUST010000003.1	reference
AP023010.1	repSA_small	81.6	9190	1.1.3.237.516.3345	1	1	3	237	516	3345	0.030609	NZ_CP170272.1	reference
AP023011.1	repEF_res	81.1	5188	1.1.3.238.517.3346	1	1	3	238	517	3346	0.03688	NZ_CP114621.1	reference
AP023012.1	repEF_res	41.3	4045	1.1.3.239.518.3347	1	1	3	239	518	3347	0.048748	NZ_CP068125.1	reference
AP023013.1	repEF_conj	100.0	3169	1.1.49.240.519.3348	1	1	49	240	519	3348	0.058395	NZ_CP014535.1	reference
AP023015.1	repEF_res	59.4	275566	1.1.3.42.118.3349	1	1	3	42	118	3349	0.007487	NZ_OM574793.1	reference
AP023016.1	repEF_conj	83.6	74401	1.1.3.42.118.3350	1	1	3	42	118	3350	0.005886	NZ_CP085290.1	reference
AP023017.1	repEF_conj	60.4	37832	1.1.3.42.520.3351	1	1	3	42	520	3351	0.012375	NZ_CP031028.1	reference
AP023018.1	repEF_conj	100.0	35290	1.1.3.42.521.3352	1	1	3	42	521	3352	0.012618	NZ_CP196013.1	reference
AP023019.1	repEF_res	58.9	30457	1.1.3.42.118.3353	1	1	3	42	118	3353	0.009263	NZ_CP068127.1	reference
AP023020.1	repEF_res	78.0	29698	1.1.3.42.118.3354	1	1	3	42	118	3354	0.007709	NZ_CP085290.1	reference
AP023021.1	repEF_conj	100.0	22481	1.1.3.241.522.3355	1	1	3	241	522	3355	0.022144	NZ_CP196013.1	reference
AP023022.1	repEF_conj	100.0	10933	1.1.3.242.523.3356	1	1	3	242	523	3356	0.023131	NZ_JBRYYP010000002.1	reference
AP023023.1	repEF_conj	100.0	5288	1.1.3.243.524.3357	1	1	3	243	524	3357	0.028028	NZ_JBRYYP010000002.1	reference
AP023024.1	repEF_conj	59.4	4630	1.1.50.244.525.3358	1	1	50	244	525	3358	0.05046	NC_022880.1	reference
AP023025.1	repEF_res	59.0	3259	1.1.3.245.526.3359	1	1	3	245	526	3359	0.048675	M19465.1	reference
AP023026.1	repEF_conj	59.7	3233	1.1.3.246.527.3360	1	1	3	246	527	3360	0.037342	NZ_CP066436.1	reference
AP023241.1	repAci_large	100.0	42044	1.1.3.42.528.3361	1	1	3	42	528	3361	0.017806	NZ_CP026129.1	reference
AP023265.1	IncFII	100.0	217495	1.1.3.42.150.3362	1	1	3	42	150	3362	0.001015	RefSeq_NZ_CP035124.1	reference
AP023266.1	IncFII	100.0	114591	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000191	RefSeq_NZ_CP025010.1	reference
AP023267.1	IncFII	100.0	66443	1.1.3.42.150.3363	1	1	3	42	150	3363	0.002185	RefSeq_NZ_CP117735.1	reference
AP023409.1	repPae_large	100.0	89961	1.1.3.247.529.3364	1	1	3	247	529	3364	0.034511	NZ_CP171908.1	reference
AP024098.1	repPae_large	100.0	2139380	1.1.3.42.530.3365	1	1	3	42	530	3365	0.016262	NZ_AP040354.1	reference
AP024100.1	repPae_large	100.0	2131108	1.1.3.42.531.3366	1	1	3	42	531	3366	0.01679	NZ_AP040354.1	reference
AP024102.1	repPae_large	100.0	2094349	1.1.3.42.532.3367	1	1	3	42	532	3367	0.016867	NZ_AP040354.1	reference
AP024104.1	repPae_large	100.0	1936579	1.1.3.42.533.3368	1	1	3	42	533	3368	0.016885	NZ_AP040354.1	reference
AP024106.1	repPae_large	100.0	2077684	1.1.3.42.534.3369	1	1	3	42	534	3369	0.016419	NZ_AP040354.1	reference
AP024108.1	repPae_large	100.0	2107950	1.1.3.42.535.3370	1	1	3	42	535	3370	0.016792	NZ_AP040354.1	reference
AP024132.2	IncF	60.9	148267	1.1.3.42.150.1954	1	1	3	42	150	1954	0.000214	NZ_MW228449.1	reference
AP024133.2	IncFIB	97.5	111583	1.1.3.42.148.617	1	1	3	42	148	617	0.000765	NZ_CP082122.1	reference
AP024153.1	IncAC2	59.6	102890	1.1.3.248.536.3371	1	1	3	248	536	3371	0.026499	NZ_CP173144.1	reference
AP024158.1	repPae_large	100.0	2139380	1.1.3.42.537.3372	1	1	3	42	537	3372	0.016267	NZ_AP040354.1	reference
AP024160.1	repPae_large	100.0	2131116	1.1.3.42.538.3373	1	1	3	42	538	3373	0.016793	NZ_AP040354.1	reference
AP024162.1	repPae_large	100.0	2117975	1.1.3.42.539.3374	1	1	3	42	539	3374	0.016677	NZ_AP040354.1	reference
AP024163.1	repPae_large	66.8	71852	1.1.3.42.146.3375	1	1	3	42	146	3375	0.009041	NZ_CP097845.1	reference
AP024278.1	repEF_conj	80.3	25027	1.1.3.42.540.3376	1	1	3	42	540	3376	0.015866	NZ_CP102071.1	reference
AP024279.1	repEF_conj	80.7	6937	1.1.3.249.541.3377	1	1	3	249	541	3377	0.02587	NZ_CP102067.1	reference
AP024346.1	IncX3	59.9	2105	1.1.51.250.542.3378	1	1	51	250	542	3378	0.06689	RefSeq_NZ_CP097715.1	reference
AP024350.1	IncC	67.7	92095	1.1.3.42.150.1028	1	1	3	42	150	1028	0.000461	NZ_CP135682.1	reference
AP024351.1	IncX3	100.0	2264	1.1.52.251.543.3379	1	1	52	251	543	3379	0.057405	CP080686.1	reference
AP024353.1	IncX3	100.0	2264	1.1.53.252.544.3380	1	1	53	252	544	3380	0.057405	CP080686.1	reference
AP024411.1	repSA_small	100.0	2243	1.1.3.253.545.3381	1	1	3	253	545	3381	0.027721	NZ_CP170581.1	reference
AP024472.1	IncFII	61.2	81949	1.1.3.42.150.3382	1	1	3	42	150	3382	0.004339	RefSeq_NZ_LR883014.1	reference
AP024474.1	IncFII	100.0	88175	1.1.3.42.150.1120	1	1	3	42	150	1120	0.000583	RefSeq_NZ_CP038424.1	reference
AP024476.1	IncFII	100.0	89028	1.1.3.42.150.1120	1	1	3	42	150	1120	0.000556	RefSeq_NZ_CP038420.1	reference
AP024477.1	IncI1	100.0	88328	1.1.3.42.150.1090	1	1	3	42	150	1090	0.000451	NZ_CP134392.1	reference
AP024479.1	IncFII	77.7	80949	1.1.3.42.150.3383	1	1	3	42	150	3383	0.004601	NZ_CP076280.1	reference
AP024491.1	repAci_large	100.0	76507	1.1.3.42.546.3384	1	1	3	42	546	3384	0.018653	NZ_CP185453.1	reference
AP024492.1	repAci_large	100.0	13360	1.1.3.42.547.3385	1	1	3	42	547	3385	0.013983	NZ_CP179871.1	reference
AP024493.1	repSA_large	79.6	9837	1.1.3.42.548.3386	1	1	3	42	548	3386	0.015908	NZ_JAVRDK010000010.1	reference
AP024494.1	repAci_large	100.0	2683	1.1.54.254.549.3387	1	1	54	254	549	3387	0.063911	NZ_CP041297.1	reference
AP024496.1	IncFII	100.0	144031	1.1.3.42.150.3388	1	1	3	42	150	3388	0.001581	RefSeq_NZ_CP035386.1	reference
AP024497.1	IncFII	100.0	70277	1.1.3.42.150.3389	1	1	3	42	150	3389	0.003135	RefSeq_NZ_CP058132.1	reference
AP024632.1	repPae_large	80.7	38463	1.1.3.42.550.3390	1	1	3	42	550	3390	0.01883	NZ_PP712856.1	reference
AP024633.1	repPae_large	79.0	160561	1.1.3.42.551.3391	1	1	3	42	551	3391	0.016114	NZ_CP065414.1	reference
AP024635.1	repPae_large	79.3	160560	1.1.3.42.552.3392	1	1	3	42	552	3392	0.016504	NZ_CP065414.1	reference
AP024638.1	repPae_large	79.3	160559	1.1.3.42.553.3393	1	1	3	42	553	3393	0.016502	NZ_CP065414.1	reference
AP024640.1	repPae_large	79.3	160560	1.1.3.42.554.3394	1	1	3	42	554	3394	0.016506	NZ_CP065414.1	reference
AP024642.1	repPae_large	79.0	160559	1.1.3.42.555.3395	1	1	3	42	555	3395	0.016111	NZ_CP065414.1	reference
AP024645.1	repPae_large	79.6	185441	1.1.3.42.556.3396	1	1	3	42	556	3396	0.015394	NZ_CP065414.1	reference
AP024662.1	repPae_large	80.5	113037	1.1.3.255.557.3397	1	1	3	255	557	3397	0.020043	NZ_CP181555.1	reference
AP024663.1	repPae_large	78.7	151615	1.1.3.42.558.3398	1	1	3	42	558	3398	0.016028	NZ_CP065414.1	reference
AP024695.1	IncX1	63.2	147070	1.1.3.42.150.3399	1	1	3	42	150	3399	0.002767	RefSeq_NZ_FR997667.1	reference
AP024696.1	IncFII	100.0	134802	1.1.3.42.150.3400	1	1	3	42	150	3400	0.001136	RefSeq_NZ_CP115377.1	reference
AP024697.1	IncX1	34.7	5593	1.1.3.256.559.3401	1	1	3	256	559	3401	0.025042	CP014198.2	reference
AP024698.1	IncFII	80.2	5167	1.1.55.257.560.3402	1	1	55	257	560	3402	0.051891	RefSeq_NZ_LR882059.1	reference
AP024699.1	IncX1	40.9	4063	1.1.3.258.561.3403	1	1	3	258	561	3403	0.037613	RefSeq_NZ_MT554517.1	reference
AP024700.1	ColRNAI	100.0	3373	1.1.3.259.562.3404	1	1	3	259	562	3404	0.045129	NZ_CP035550.1	reference
AP024701.1	IncFII	100.0	1718	1.1.56.260.563.3405	1	1	56	260	563	3405	0.080385	RefSeq_NZ_MIDX01000145.1	reference
AP024711.1	IncFII	100.0	212187	1.1.3.261.564.3406	1	1	3	261	564	3406	0.025579	RefSeq_NZ_CP124169.1	reference
AP024748.1	repPae_large	100.0	59050	1.1.3.262.565.3407	1	1	3	262	565	3407	0.026401	NZ_OP378668.1	reference
AP024827.1	repPae_small	61.3	87186	1.1.3.42.566.3408	1	1	3	42	566	3408	0.018192	NZ_CP124634.1	reference
AP024844.2	IncAC2	82.7	162852	1.1.3.42.150.1028	1	1	3	42	150	1028	0.000305	NZ_CP031610.1	reference
AP024877.1	repAci_large	100.0	244363	1.1.3.42.567.3409	1	1	3	42	567	3409	0.011302	NZ_CP051863.1	reference
AP024914.1	IncFII	67.3	81133	1.1.3.42.150.3410	1	1	3	42	150	3410	0.00197	RefSeq_NZ_KM877517.1	reference
AP024915.1	IncFII	100.0	4096	1.1.3.263.568.3411	1	1	3	263	568	3411	0.038073	RefSeq_NZ_JAUISY010000031.1	reference
AP024919.1	IncFII	67.3	81133	1.1.3.42.150.3412	1	1	3	42	150	3412	0.00197	RefSeq_NZ_KM877517.1	reference
AP024920.1	IncFII	100.0	4096	1.1.3.264.569.3413	1	1	3	264	569	3413	0.037681	RefSeq_NZ_JAUISY010000031.1	reference
AP024970.1	repSA_large	100.0	54536	1.1.3.42.570.3414	1	1	3	42	570	3414	0.017441	NZ_CP152315.1	reference
AP024971.1	repSA_large	100.0	41600	1.1.3.265.571.3415	1	1	3	265	571	3415	0.020675	NC_010279.1	reference
AP024972.1	repSA_large	79.8	14826	1.1.3.266.572.3416	1	1	3	266	572	3416	0.020822	NC_013331.1	reference
AP024974.1	repSA_large	100.0	54478	1.1.3.42.573.3417	1	1	3	42	573	3417	0.017463	NZ_CP152315.1	reference
AP024975.1	repSA_large	100.0	35499	1.1.3.267.574.3418	1	1	3	267	574	3418	0.023129	NZ_LT799381.1	reference
AP024977.1	repSA_large	100.0	54536	1.1.3.42.575.3419	1	1	3	42	575	3419	0.017455	NZ_CP152315.1	reference
AP024978.1	repSA_large	100.0	47265	1.1.3.42.576.3420	1	1	3	42	576	3420	0.018802	NC_010279.1	reference
AP024980.1	repSA_large	100.0	54478	1.1.3.42.577.3421	1	1	3	42	577	3421	0.017476	NZ_CP152315.1	reference
AP024981.1	repSA_large	100.0	47265	1.1.3.42.578.3422	1	1	3	42	578	3422	0.018801	NC_010279.1	reference
AP024983.1	repSA_large	100.0	54536	1.1.3.42.579.3423	1	1	3	42	579	3423	0.017455	NZ_CP152315.1	reference
AP025019.1	repAci_large	62.6	384612	1.1.3.42.580.3424	1	1	3	42	580	3424	0.015472	NZ_CP039931.1	reference
AP025020.1	repAci_large	100.0	218359	1.1.3.42.581.3425	1	1	3	42	581	3425	0.015414	NZ_CP036285.1	reference
AP025021.1	repAci_large	100.0	93644	1.1.3.42.582.3426	1	1	3	42	582	3426	0.016185	NZ_CP026129.1	reference
AP025022.1	repAci_large	100.0	81719	1.1.3.42.583.3427	1	1	3	42	583	3427	0.015699	NZ_CP026129.1	reference
AP025023.1	repAci_large	100.0	58604	1.1.3.268.584.3428	1	1	3	268	584	3428	0.038398	NZ_CP027182.1	reference
AP025024.1	repAci_large	59.0	39686	1.1.3.269.585.3429	1	1	3	269	585	3429	0.021957	NZ_CP140437.1	reference
AP025025.1	repAci_large	100.0	36060	1.1.3.42.586.3430	1	1	3	42	586	3430	0.018248	NZ_CP036285.1	reference
AP025026.1	repAci_large	100.0	16443	1.1.3.270.587.3431	1	1	3	270	587	3431	0.022549	NZ_CP027185.1	reference
AP025027.1	repAci_large	100.0	14818	1.1.3.271.588.3432	1	1	3	271	588	3432	0.021313	NZ_CP027182.1	reference
AP025276.1	repPae_small	100.0	16592	1.1.3.42.139.3433	1	1	3	42	139	3433	0.009274	NZ_CP192305.1	reference
AP025536.1	repAci_large	100.0	86521	1.1.3.42.118.366	1	1	3	42	118	366	0.000404	NZ_CP061637.1	reference
AP025537.1	repAci_large	100.0	39267	1.1.3.42.118.3434	1	1	3	42	118	3434	0.007042	NZ_CP185462.1	reference
AP025538.1	repAci_large	57.2	22130	1.1.3.42.589.3435	1	1	3	42	589	3435	0.014296	NZ_CP174093.1	reference
AP025555.1	repPae_large	79.7	54827	1.1.3.272.590.3436	1	1	3	272	590	3436	0.039177	NZ_CP124653.1	reference
AP025588.1	IncA	39.0	9747	1.1.3.42.591.3437	1	1	3	42	591	3437	0.019888	NZ_OQ362291.1	reference
AP025629.1	IncA	39.1	9747	1.1.3.273.592.3438	1	1	3	273	592	3438	0.020086	NZ_OQ362291.1	reference
AP025631.1	repSA_large	100.0	31516	1.1.3.274.593.3439	1	1	3	274	593	3439	0.022268	NC_018965.1	reference
AP025632.1	repSA_large	80.3	42453	1.1.3.275.594.3440	1	1	3	275	594	3440	0.022088	NC_018965.1	reference
AP025633.1	repSA_large	100.0	38085	1.1.3.276.595.3441	1	1	3	276	595	3441	0.025501	NC_018965.1	reference
AP025634.1	repSA_large	80.2	24903	1.1.3.277.596.3442	1	1	3	277	596	3442	0.023031	NZ_CP026065.1	reference
AP025670.1	IncN	59.8	172709	1.1.3.42.150.3443	1	1	3	42	150	3443	0.005504	NZ_CP050163.1	reference
AP025671.1	IncFII	100.0	128012	1.1.3.42.597.3444	1	1	3	42	597	3444	0.012953	RefSeq_NZ_SJZK01000009.1	reference
AP025672.1	repPae_small	81.0	12443	1.1.3.278.598.3445	1	1	3	278	598	3445	0.021109	NZ_MZ581331.1	reference
AP025691.1	repEF_conj	100.0	67568	1.1.3.42.118.3446	1	1	3	42	118	3446	0.004209	NZ_CP075606.1	reference
AP025950.1	repSA_large	81.2	54732	1.1.3.42.599.3447	1	1	3	42	599	3447	0.016213	NC_013330.1	reference
AP025952.1	repSA_large	100.0	54732	1.1.3.42.600.3448	1	1	3	42	600	3448	0.017811	NZ_CP130504.1	reference
AP025954.1	repSA_large	81.2	54732	1.1.3.42.601.3449	1	1	3	42	601	3449	0.016091	NC_013330.1	reference
AP025956.1	repSA_large	80.5	50324	1.1.3.42.602.3450	1	1	3	42	602	3450	0.016462	NC_013330.1	reference
AP025958.1	repSA_large	100.0	47615	1.1.3.42.603.3451	1	1	3	42	603	3451	0.018689	NZ_CP130504.1	reference
AP025960.1	repSA_large	80.6	50125	1.1.3.42.604.3452	1	1	3	42	604	3452	0.016707	NC_013330.1	reference
AP025962.1	repSA_large	61.5	45460	1.1.3.42.605.3453	1	1	3	42	605	3453	0.017749	NC_013330.1	reference
AP025964.1	repSA_large	59.6	45699	1.1.3.42.606.3454	1	1	3	42	606	3454	0.019057	NZ_CP192818.1	reference
AP025967.1	repSA_large	100.0	129655	1.1.3.42.607.3455	1	1	3	42	607	3455	0.01496	NC_013330.1	reference
