plasmid_id	inc_type	inc_confidence	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F	source	inc_secondary	is_novel
NZ_CP054981.1	ColE	0.6413	6647	1.1.2.10.20.53	1	1	2	10	20	53	reference	IncFII(0.36)	False
NZ_CP055117.1	ColE	0.6481	6668	1.1.2.10.20.53	1	1	2	10	20	53	reference	IncFII(0.35)	False
NZ_CP091536.1	ColE	0.642	6647	1.1.2.10.20.53	1	1	2	10	20	53	reference	IncFII(0.36)	False
NZ_CP090938.1	ColE	0.9824	9294	1.1.2.9.16.32	1	1	2	9	16	32	reference		False
NZ_CP090628.1	ColE	1.0	13636	1.1.2.6.13.27	1	1	2	6	13	27	reference		False
NZ_CP090631.1	ColE	1.0	13636	1.1.2.6.13.27	1	1	2	6	13	27	reference		False
NZ_CP089434.1	ColE	0.9824	9294	1.1.2.9.16.32	1	1	2	9	16	32	reference		False
CP090271.1	ColE	0.6398	6647	1.1.2.10.20.53	1	1	2	10	20	53	reference	IncFII(0.36)	False
NZ_MN868651.1	ColE	0.6376	6647	1.1.2.4.7.13	1	1	2	4	7	13	reference	ColRNAI(0.35)	False
NZ_CP083003.1	ColE	0.9837	9294	1.1.2.9.16.32	1	1	2	9	16	32	reference		False
CP088359.1	ColE	0.5759	6647	1.1.2.4.7.13	1	1	2	4	7	13	reference	ColRNAI(0.40)	False
NZ_CP087577.1	ColE	0.6348	6647	1.1.2.10.20.53	1	1	2	10	20	53	reference	IncFII(0.37)	False
NZ_AP024129.1	ColE	0.583	6668	1.1.2.4.7.13	1	1	2	4	7	13	reference	ColRNAI(0.40)	False
NZ_CP043543.1	ColE	0.5258	9683	1.1.2.4.9.23	1	1	2	4	9	23	reference		False
NZ_CP059842.2	ColE	0.4621	5218	1.1.2.10.24.68	1	1	2	10	24	68	reference	ColRNAI(0.38)	False
NZ_CP080152.1	ColE	0.4608	8909	1.1.2.4.7.20	1	1	2	4	7	20	reference	ColRNAI(0.28)	False
NZ_CP080159.1	ColE	0.5156	8910	1.1.2.10.20.47	1	1	2	10	20	47	reference	IncFII(0.32)	False
NZ_CP080168.1	ColE	0.5156	8910	1.1.2.10.20.47	1	1	2	10	20	47	reference	IncFII(0.32)	False
NZ_CP080265.1	ColE	0.5229	22976	1.1.2.10.20.47	1	1	2	10	20	47	reference		False
NZ_CP077780.1	ColE	0.9837	9294	1.1.2.9.16.32	1	1	2	9	16	32	reference		False
NZ_CP074706.1	ColE	0.4612	8909	1.1.2.4.7.20	1	1	2	4	7	20	reference	ColRNAI(0.28)	False
CP077391.1	ColE	0.9824	5153	1.1.2.4.6.9	1	1	2	4	6	9	reference		False
CP077348.1	ColE	0.6413	6647	1.1.2.4.7.13	1	1	2	4	7	13	reference	ColRNAI(0.34)	False
CP077298.1	ColE	0.5788	4535	1.1.2.4.6.12	1	1	2	4	6	12	reference		False
CP077288.1	ColE	0.6433	6647	1.1.2.10.20.53	1	1	2	10	20	53	reference	IncFII(0.36)	False
NZ_CP032082.1	ColE	0.6364	6647	1.1.2.10.20.53	1	1	2	10	20	53	reference	IncFII(0.36)	False
NZ_CP032070.1	ColE	0.6427	6647	1.1.2.10.20.53	1	1	2	10	20	53	reference	IncFII(0.36)	False
NZ_CP053653.1	ColE	0.6885	6648	1.1.2.4.7.13	1	1	2	4	7	13	reference	ColRNAI(0.29)	False
NZ_CP021543.1	ColE	0.9919	15271	1.1.2.6.13.27	1	1	2	6	13	27	reference		False
NZ_CP021717.1	ColE	0.9925	15271	1.1.2.6.13.27	1	1	2	6	13	27	reference		False
NZ_CP020840.1	ColE	0.6155	11984	1.1.2.9.17.40	1	1	2	9	17	40	reference	ColRNAI(0.38)	False
NZ_CP019025.1	ColE	0.6378	6647	1.1.2.10.20.53	1	1	2	10	20	53	reference	IncFII(0.36)	False
NZ_CP018943.1	ColE	0.6352	6647	1.1.2.10.20.53	1	1	2	10	20	53	reference	IncFII(0.36)	False
NZ_CP015384.1	ColE	0.7709	15100	1.1.2.6.13.27	1	1	2	6	13	27	reference		False
NZ_CP015391.1	ColE	0.609	11090	1.1.2.9.17.41	1	1	2	9	17	41	reference	ColRNAI(0.39)	False
NZ_CP018431.1	ColE	0.5186	18890	1.1.2.6.13.28	1	1	2	6	13	28	reference	ColRNAI(0.48)	False
NZ_CP018433.1	ColE	0.9753	15273	1.1.2.6.13.27	1	1	2	6	13	27	reference		False
NZ_CP018425.1	ColE	0.9916	15270	1.1.2.6.13.27	1	1	2	6	13	27	reference		False
NZ_CP010128.1	ColE	0.5251	7982	1.1.2.10.20.48	1	1	2	10	20	48	reference	IncFII(0.31)	False
NZ_CP010175.1	ColE	0.6385	6647	1.1.2.10.20.53	1	1	2	10	20	53	reference	IncFII(0.36)	False
CP018672.1	ColE	0.9915	9294	1.1.2.9.16.32	1	1	2	9	16	32	reference		False
NZ_CP016584.1	ColE	0.6312	6647	1.1.2.4.7.13	1	1	2	4	7	13	reference	ColRNAI(0.35)	False
NZ_CP016519.1	ColE	0.6436	6647	1.1.2.4.7.13	1	1	2	4	7	13	reference	ColRNAI(0.34)	False
NZ_CP016513.1	ColE	0.6312	6647	1.1.2.4.7.13	1	1	2	4	7	13	reference	ColRNAI(0.35)	False
NZ_CP012628.1	ColE	0.641	6647	1.1.2.4.7.13	1	1	2	4	7	13	reference	ColRNAI(0.34)	False
NZ_CP009778.1	ColE	0.99	15271	1.1.2.6.13.27	1	1	2	6	13	27	reference		False
NZ_CP007728.1	ColE	0.7925	15096	1.1.2.6.13.27	1	1	2	6	13	27	reference		False
NZ_CP008828.1	ColE	0.7925	15096	1.1.2.6.13.27	1	1	2	6	13	27	reference		False
NZ_CP009772.1	ColE	0.9923	9294	1.1.2.9.16.32	1	1	2	9	16	32	reference		False
NZ_CP009877.1	ColE	0.7722	15100	1.1.2.6.13.27	1	1	2	6	13	27	reference		False
NC_025178.1	ColE	0.5386	7036	1.1.2.4.7.13	1	1	2	4	7	13	reference	ColRNAI(0.41)	False
HG796825.1	ColE	0.5958	2282	1.1.5.14.30.74	1	1	5	14	30	74	reference		False
NC_020251.1	ColE	0.4636	5262	1.1.2.10.26.70	1	1	2	10	26	70	reference	ColRNAI(0.38)	False
NC_020182.1	ColE	0.9923	9294	1.1.2.9.16.32	1	1	2	9	16	32	reference		False
NC_019357.1	ColE	0.4219	5424	1.1.2.11.27.71	1	1	2	11	27	71	reference	ColRNAI(0.41)	False
NC_019159.1	ColE	1.0	13636	1.1.2.6.13.27	1	1	2	6	13	27	reference		False
NC_019156.1	ColE	0.7921	15101	1.1.2.6.13.27	1	1	2	6	13	27	reference		False
NC_018953.1	ColE	0.9809	9294	1.1.2.9.16.32	1	1	2	9	16	32	reference		False
NC_018996.1	ColE	0.9891	5153	1.1.2.4.6.9	1	1	2	4	6	9	reference		False
NC_017721.1	ColE	0.4211	5175	1.1.2.10.23.66	1	1	2	10	23	66	reference	IncFII(0.37)	False
NC_016823.1	ColE	0.961	5153	1.1.2.4.6.9	1	1	2	4	6	9	reference		False
NC_010485.1	ColE	0.5148	8909	1.1.2.10.20.47	1	1	2	10	20	47	reference	IncFII(0.32)	False
NC_009791.1	ColE	0.4464	5033	1.1.2.10.25.69	1	1	2	10	25	69	reference	ColRNAI(0.40)	False
NC_009793.1	ColE	0.9823	9294	1.1.2.9.16.32	1	1	2	9	16	32	reference		False
NC_009346.1	ColE	0.9804	5153	1.1.2.4.6.9	1	1	2	4	6	9	reference		False
NZ_CP023650.1	ColE	0.981	5153	1.1.2.4.6.9	1	1	2	4	6	9	reference		False
NZ_CP021101.1	ColE	0.6923	8618	1.1.2.10.20.52	1	1	2	10	20	52	reference	IncFII(0.31)	False
NZ_CP041097.1	ColE	0.6419	6647	1.1.2.10.20.53	1	1	2	10	20	53	reference	IncFII(0.36)	False
NZ_CP039589.1	ColE	0.8005	2617	1.1.1.2.2.2	1	1	1	2	2	2	reference		False
NZ_CP032525.1	ColE	0.4741	5933	1.1.2.10.19.46	1	1	2	10	19	46	reference		False
NZ_CP032930.1	ColE	0.9908	9294	1.1.2.9.16.32	1	1	2	9	16	32	reference		False
NZ_CP032881.1	ColE	0.5178	8899	1.1.2.10.20.47	1	1	2	10	20	47	reference	IncFII(0.32)	False
NZ_CP022918.1	ColE	0.9016	9068	1.1.2.9.16.32	1	1	2	9	16	32	reference		False
NZ_CP032199.1	ColE	0.9818	9294	1.1.2.9.16.32	1	1	2	9	16	32	reference		False
NZ_CP031757.1	ColE	0.9904	9294	1.1.2.9.16.32	1	1	2	9	16	32	reference		False
NZ_CP026710.1	ColE	0.9916	9294	1.1.2.9.16.32	1	1	2	9	16	32	reference		False
NZ_CP023528.1	ColE	0.9416	9195	1.1.2.9.16.32	1	1	2	9	16	32	reference		False
NC_002487.1	ColE	0.4534	5847	1.1.2.3.4.4	1	1	2	3	4	4	reference	IncX1(0.36)	False
CP035911.1	ColRNAI	1.0	9729	1.2.23.113.188.327	1	2	23	113	188	327	training		False
CP058802.1	ColRNAI	1.0	9730	1.2.23.113.188.327	1	2	23	113	188	327	training		False
CP080656.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
CP080660.1	ColRNAI	1.0	13841	1.2.23.101.163.275	1	2	23	101	163	275	training		False
CP080664.1	ColRNAI	1.0	13141	1.2.23.101.163.275	1	2	23	101	163	275	training		False
CP080669.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
CP080673.1	ColRNAI	1.0	13021	1.2.23.113.191.331	1	2	23	113	191	331	training		False
CP080677.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
CP080682.1	ColRNAI	1.0	17336	1.2.23.100.160.271	1	2	23	100	160	271	training		False
CP080687.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
CP080692.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
CP080696.1	ColRNAI	1.0	13841	1.2.23.101.163.275	1	2	23	101	163	275	training		False
CP080701.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
CP080706.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
CP080710.1	ColRNAI	1.0	13841	1.2.23.101.163.275	1	2	23	101	163	275	training		False
CP080715.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
CP080721.1	ColRNAI	1.0	13841	1.2.23.101.163.275	1	2	23	101	163	275	training		False
CP080725.1	ColRNAI	1.0	13841	1.2.23.101.163.275	1	2	23	101	163	275	training		False
CP080729.1	ColRNAI	1.0	13841	1.2.23.101.163.275	1	2	23	101	163	275	training		False
CP080733.1	ColRNAI	1.0	13841	1.2.23.101.163.275	1	2	23	101	163	275	training		False
CP080737.1	ColRNAI	1.0	13841	1.2.23.101.163.275	1	2	23	101	163	275	training		False
CP080743.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
CP080749.1	ColRNAI	1.0	13841	1.2.23.101.163.275	1	2	23	101	163	275	training		False
CP080756.1	ColRNAI	1.0	11307	1.2.23.113.191.334	1	2	23	113	191	334	training		False
CP086676.1	ColRNAI	1.0	9294	1.2.23.113.191.352	1	2	23	113	191	352	training		False
CP094372.1	ColRNAI	1.0	9294	1.2.23.113.191.352	1	2	23	113	191	352	training		False
NZ_AP024752.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
NZ_AP024755.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
NZ_AP024759.1	ColRNAI	1.0	23753	1.2.23.113.196.378	1	2	23	113	196	378	training		False
NZ_AP024762.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
NZ_AP024765.1	ColRNAI	1.0	12692	1.2.23.113.191.333	1	2	23	113	191	333	training		False
NZ_AP024768.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
NZ_AP024771.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
NZ_AP024774.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
NZ_AP024777.1	ColRNAI	1.0	23753	1.2.23.113.196.377	1	2	23	113	196	377	training		False
NZ_AP024780.1	ColRNAI	1.0	23753	1.2.23.113.196.377	1	2	23	113	196	377	training		False
NZ_AP024783.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
NZ_AP024787.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
NZ_AP024791.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
NZ_AP024794.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
NZ_AP024797.1	ColRNAI	1.0	13841	1.2.23.113.191.331	1	2	23	113	191	331	training		False
NZ_CP016920.1	ColRNAI	1.0	6139	1.2.23.84.117.203	1	2	23	84	117	203	training		False
NZ_CP018108.1	ColRNAI	1.0	5310	1.2.23.76.104.181	1	2	23	76	104	181	training		False
NZ_CP027041.1	ColRNAI	1.0	4940	1.2.23.65.93.166	1	2	23	65	93	166	training		False
NZ_CP027052.1	ColRNAI	1.0	13841	1.2.23.101.163.275	1	2	23	101	163	275	training		False
NZ_CP027058.1	ColRNAI	1.0	13841	1.2.23.101.163.275	1	2	23	101	163	275	training		False
NZ_CP032493.1	ColRNAI	1.0	4315	1.2.22.57.83.146	1	2	22	57	83	146	training		False
NZ_CP032498.1	ColRNAI	1.0	6841	1.2.23.63.89.153	1	2	23	63	89	153	training		False
NZ_CP032499.1	ColRNAI	1.0	5836	1.2.23.73.101.176	1	2	23	73	101	176	training		False
NZ_CP035550.1	ColRNAI	1.0	4593	1.2.23.92.129.223	1	2	23	92	129	223	training		False
NZ_CP036196.1	ColRNAI	1.0	9729	1.2.23.113.188.327	1	2	23	113	188	327	training		False
NZ_CP036197.1	ColRNAI	1.0	6140	1.2.23.84.117.203	1	2	23	84	117	203	training		False
NZ_CP036323.1	ColRNAI	1.0	6136	1.2.23.58.84.147	1	2	23	58	84	147	training		False
NZ_CP036331.1	ColRNAI	1.0	10101	1.2.23.84.117.204	1	2	23	84	117	204	training		False
NZ_CP043221.1	ColRNAI	1.0	1552	1.2.3.4.6.18	1	2	3	4	6	18	training		False
NZ_CP050165.1	ColRNAI	1.0	6141	1.2.23.84.117.203	1	2	23	84	117	203	training		False
NZ_CP053769.1	ColRNAI	1.0	9730	1.2.23.113.188.327	1	2	23	113	188	327	training		False
NZ_CP053774.1	ColRNAI	1.0	11154	1.2.23.58.84.148	1	2	23	58	84	148	training		False
NZ_CP053775.1	ColRNAI	1.0	9730	1.2.23.101.161.273	1	2	23	101	161	273	training		False
NZ_CP053776.1	ColRNAI	1.0	8811	1.2.23.84.117.205	1	2	23	84	117	205	training		False
NZ_CP053777.1	ColRNAI	1.0	8051	1.2.23.84.117.208	1	2	23	84	117	208	training		False
NZ_CP053778.1	ColRNAI	1.0	6030	1.2.23.84.117.203	1	2	23	84	117	203	training		False
NZ_CP067052.1	ColRNAI	1.0	2056	1.2.14.37.50.97	1	2	14	37	50	97	training		False
NZ_CP069207.1	ColRNAI	1.0	9302	1.2.23.84.119.210	1	2	23	84	119	210	training		False
NZ_CP069212.1	ColRNAI	1.0	2056	1.2.14.37.50.97	1	2	14	37	50	97	training		False
NZ_CP070526.1	ColRNAI	1.0	10122	1.2.23.113.191.351	1	2	23	113	191	351	training		False
NZ_CP070563.1	ColRNAI	1.0	13637	1.2.23.101.163.275	1	2	23	101	163	275	training		False
NZ_CP070583.1	ColRNAI	1.0	9248	1.2.23.113.191.352	1	2	23	113	191	352	training		False
NZ_CP073312.1	ColRNAI	1.0	8282	1.2.23.113.190.330	1	2	23	113	190	330	training		False
NZ_CP075730.1	ColRNAI	1.0	1749	1.2.14.37.53.100	1	2	14	37	53	100	training		False
NZ_CP075736.1	ColRNAI	1.0	1749	1.2.14.37.53.100	1	2	14	37	53	100	training		False
NZ_CP076308.1	ColRNAI	1.0	51468	1.2.23.99.159.270	1	2	23	99	159	270	training		False
NZ_CP080314.1	ColRNAI	1.0	11970	1.2.23.113.191.341	1	2	23	113	191	341	training		False
NZ_CP083934.1	ColRNAI	1.0	9730	1.2.23.113.188.327	1	2	23	113	188	327	training		False
NZ_CP083935.1	ColRNAI	1.0	6141	1.2.23.84.117.203	1	2	23	84	117	203	training		False
NZ_CP085761.1	ColRNAI	1.0	3530	1.2.14.37.52.99	1	2	14	37	52	99	training		False
NZ_CP086669.1	ColRNAI	1.0	9294	1.2.23.113.191.352	1	2	23	113	191	352	training		False
NZ_CP094995.1	ColRNAI	1.0	9294	1.2.23.113.191.352	1	2	23	113	191	352	training		False
NZ_CP095560.1	ColRNAI	1.0	6141	1.2.23.84.117.203	1	2	23	84	117	203	training		False
NZ_CP101121.1	ColRNAI	1.0	6141	1.2.23.84.117.203	1	2	23	84	117	203	training		False
NZ_CP101894.1	ColRNAI	1.0	9294	1.2.23.113.191.352	1	2	23	113	191	352	training		False
NZ_CP101900.1	ColRNAI	1.0	9294	1.2.23.113.191.352	1	2	23	113	191	352	training		False
NZ_CP102395.1	ColRNAI	1.0	11934	1.2.23.101.163.283	1	2	23	101	163	283	training		False
NZ_CP115152.1	ColRNAI	1.0	9730	1.2.23.113.188.327	1	2	23	113	188	327	training		False
NZ_CP117036.1	ColRNAI	1.0	6659	1.2.23.93.130.227	1	2	23	93	130	227	training		False
NZ_CP122468.1	ColRNAI	1.0	1780	1.2.14.37.52.99	1	2	14	37	52	99	training		False
NZ_CP122477.1	ColRNAI	1.0	1780	1.2.10.23.33.78	1	2	10	23	33	78	training		False
NZ_CP128264.1	ColRNAI	1.0	2096	1.2.14.39.58.108	1	2	14	39	58	108	training		False
NZ_CP140480.1	ColRNAI	1.0	2050	1.2.10.26.37.83	1	2	10	26	37	83	training		False
NZ_LC505458.1	ColRNAI	1.0	9295	1.2.23.113.191.352	1	2	23	113	191	352	training		False
NZ_OV049810.1	ColRNAI	1.0	2056	1.2.10.26.36.82	1	2	10	26	36	82	training		False
CP139235.1	ColRNAI	1.0	9730	1.2.23.113.188.327	1	2	23	113	188	327	reference		False
CP139229.1	ColRNAI	1.0	9730	1.2.23.113.188.327	1	2	23	113	188	327	reference		False
CP139241.1	ColRNAI	0.9446	11970	1.2.23.101.163.283	1	2	23	101	163	283	reference		False
CP139223.1	ColRNAI	0.9445	11972	1.2.23.101.163.283	1	2	23	101	163	283	reference		False
NZ_CP138801.1	ColRNAI	1.0	2058	1.2.14.37.51.98	1	2	14	37	51	98	reference		False
NZ_CP138792.1	ColRNAI	1.0	2058	1.2.14.37.51.98	1	2	14	37	51	98	reference		False
NZ_CP138822.1	ColRNAI	0.409	341	8.17.78.211.336.608	8	17	78	211	336	608	reference	IncN(0.39)	False
NZ_CP138560.1	ColRNAI	1.0	10060	1.2.23.113.191.340	1	2	23	113	191	340	reference		False
NZ_CP138553.1	ColRNAI	1.0	10060	1.2.23.113.191.340	1	2	23	113	191	340	reference		False
NZ_CP138519.1	ColRNAI	1.0	11970	1.2.23.113.191.341	1	2	23	113	191	341	reference		False
NZ_CP138526.1	ColRNAI	1.0	10060	1.2.23.113.191.340	1	2	23	113	191	340	reference		False
NZ_CP138539.1	ColRNAI	1.0	10060	1.2.23.113.191.340	1	2	23	113	191	340	reference		False
NZ_CP138546.1	ColRNAI	0.7172	10060	1.2.23.101.163.282	1	2	23	101	163	282	reference	ColE(0.28)	False
NZ_CP138532.1	ColRNAI	1.0	10060	1.2.23.113.191.340	1	2	23	113	191	340	reference		False
NZ_OQ821148.1	ColRNAI	0.5308	16261	1.2.23.113.196.370	1	2	23	113	196	370	reference	IncFII(0.47)	False
NZ_OQ821198.1	ColRNAI	0.5046	15084	1.2.23.113.196.371	1	2	23	113	196	371	reference	IncFII(0.33)	False
NZ_CP137521.1	ColRNAI	0.4166	2630	1.2.37.170.295.567	1	2	37	170	295	567	reference		False
NZ_CP136851.1	ColRNAI	1.0	11970	1.2.23.113.191.341	1	2	23	113	191	341	reference		False
CP137442.1	ColRNAI	0.5825	44484	1.2.23.113.192.357	1	2	23	113	192	357	reference	IncFII(0.42)	False
CP137458.1	ColRNAI	0.415	1934	1.2.9.16.24.64	1	2	9	16	24	64	reference	IncFII(0.39)	False
NZ_OY757126.1	ColRNAI	0.4192	5272	1.2.23.94.131.231	1	2	23	94	131	231	reference	IncFII(0.35)	False
NZ_OY757110.1	ColRNAI	0.985	1552	1.2.3.4.6.18	1	2	3	4	6	18	reference		False
NZ_OY757131.1	ColRNAI	0.9355	1552	1.2.3.4.6.18	1	2	3	4	6	18	reference		False
NZ_OY757118.1	ColRNAI	0.9355	1552	1.2.3.4.6.18	1	2	3	4	6	18	reference		False
NZ_CP137419.1	ColRNAI	1.0	12282	1.2.23.84.117.203	1	2	23	84	117	203	reference		False
NZ_CP137398.1	ColRNAI	0.984	2058	1.2.10.26.37.83	1	2	10	26	37	83	reference		False
NZ_CP137429.1	ColRNAI	1.0	18588	1.2.23.113.191.352	1	2	23	113	191	352	reference		False
NZ_CP137409.1	ColRNAI	0.6654	12206	1.2.23.58.84.147	1	2	23	58	84	147	reference	ColE(0.33)	False
NZ_CP137350.1	ColRNAI	0.9435	11970	1.2.23.101.163.283	1	2	23	101	163	283	reference		False
NZ_CP137343.1	ColRNAI	0.717	10060	1.2.23.101.163.282	1	2	23	101	163	282	reference	ColE(0.28)	False
AP027809.1	ColRNAI	0.4375	5441	1.2.23.91.128.221	1	2	23	91	128	221	reference	ColE(0.25)	False
AP027796.1	ColRNAI	0.4153	6541	1.2.23.64.90.154	1	2	23	64	90	154	reference	IncFII(0.39)	False
AP027466.1	ColRNAI	0.802	11802	1.2.21.56.81.135	1	2	21	56	81	135	reference		False
NZ_CP137004.1	ColRNAI	1.0	10060	1.2.23.113.191.340	1	2	23	113	191	340	reference		False
NZ_OY754454.1	ColRNAI	1.0	3373	1.2.23.64.91.161	1	2	23	64	91	161	reference		False
NZ_OY754387.1	ColRNAI	1.0	4018	1.2.23.74.102.179	1	2	23	74	102	179	reference		False
NZ_OY754432.1	ColRNAI	1.0	2096	1.2.14.39.58.108	1	2	14	39	58	108	reference		False
NZ_OY754431.1	ColRNAI	0.6292	2228	1.2.10.30.41.87	1	2	10	30	41	87	reference	IncFII(0.37)	False
NZ_OY754363.1	ColRNAI	0.9355	1552	1.2.3.4.6.18	1	2	3	4	6	18	reference		False
NZ_OY754406.1	ColRNAI	0.9285	1552	1.2.3.4.6.17	1	2	3	4	6	17	reference		False
NZ_OY754369.1	ColRNAI	0.8093	3372	1.2.23.78.107.186	1	2	23	78	107	186	reference		False
NZ_CP135962.1	ColRNAI	0.8632	1552	1.2.3.4.6.16	1	2	3	4	6	16	reference		False
CP137012.1	ColRNAI	0.7167	10060	1.2.23.101.163.282	1	2	23	101	163	282	reference	ColE(0.28)	False
NZ_CP136811.1	ColRNAI	0.7163	10060	1.2.23.101.163.282	1	2	23	101	163	282	reference	ColE(0.28)	False
NZ_CP136835.1	ColRNAI	0.7175	10060	1.2.23.101.163.282	1	2	23	101	163	282	reference	ColE(0.28)	False
NZ_CP136825.1	ColRNAI	1.0	10060	1.2.23.113.191.340	1	2	23	113	191	340	reference		False
NZ_CP136827.1	ColRNAI	1.0	10060	1.2.23.113.191.340	1	2	23	113	191	340	reference		False
NZ_CP098425.1	ColRNAI	1.0	10122	1.2.23.113.191.351	1	2	23	113	191	351	reference		False
NZ_CP136590.1	ColRNAI	1.0	5865	1.2.23.80.112.198	1	2	23	80	112	198	reference		False
NZ_CP134005.1	ColRNAI	0.8743	12764	1.2.23.101.163.284	1	2	23	101	163	284	reference		False
NZ_CP134045.1	ColRNAI	1.0	10046	1.2.23.113.191.354	1	2	23	113	191	354	reference		False
NZ_CP133881.1	ColRNAI	0.5775	15032	1.2.23.113.191.337	1	2	23	113	191	337	reference	ColE(0.42)	False
NZ_CP133887.1	ColRNAI	0.6038	6648	1.2.23.93.130.227	1	2	23	93	130	227	reference	ColE(0.38)	False
NZ_CP133886.1	ColRNAI	0.5947	16942	1.2.23.113.191.338	1	2	23	113	191	338	reference	ColE(0.41)	False
NZ_CP136410.1	ColRNAI	1.0	13841	1.2.23.101.163.275	1	2	23	101	163	275	reference		False
NZ_CP136443.1	ColRNAI	0.5985	103448	1.2.23.113.210.413	1	2	23	113	210	413	reference	IncFII(0.40)	False
NZ_CP136272.1	ColRNAI	1.0	11970	1.2.23.113.191.341	1	2	23	113	191	341	reference		False
NZ_CP135726.1	ColRNAI	0.9314	1552	1.2.3.4.6.18	1	2	3	4	6	18	reference		False
NZ_CP135678.1	ColRNAI	1.0	3373	1.2.23.78.107.186	1	2	23	78	107	186	reference		False
NZ_CP135718.1	ColRNAI	1.0	2097	1.2.14.39.58.108	1	2	14	39	58	108	reference		False
NZ_CP127036.1	ColRNAI	0.4022	9288	1.2.23.77.106.185	1	2	23	77	106	185	reference	IncFII(0.32); ColE(0.28)	False
NZ_CP119448.1	ColRNAI	0.4474	4065	1.2.23.94.135.239	1	2	23	94	135	239	reference	IncFII(0.36)	False
NZ_CP135507.1	ColRNAI	0.6064	3372	1.2.23.64.91.156	1	2	23	64	91	156	reference	IncFII(0.39)	False
NZ_CP127261.1	ColRNAI	0.4396	17322	1.2.23.94.144.254	1	2	23	94	144	254	reference	IncFII(0.32)	False
NZ_CP135457.1	ColRNAI	1.0	15100	1.2.23.101.163.275	1	2	23	101	163	275	reference		False
NZ_CP135512.1	ColRNAI	0.601	3511	1.2.23.97.153.263	1	2	23	97	153	263	reference	IncFII(0.40)	False
NZ_CP135510.1	ColRNAI	1.0	6141	1.2.23.84.117.203	1	2	23	84	117	203	reference		False
NZ_CP135483.1	ColRNAI	1.0	6141	1.2.23.84.117.203	1	2	23	84	117	203	reference		False
NZ_CP135121.1	ColRNAI	0.8001	320	13.22.83.216.341.613	13	22	83	216	341	613	reference		False
OX345627.1	ColRNAI	0.9874	4593	1.2.23.92.129.223	1	2	23	92	129	223	reference		False
OX345455.1	ColRNAI	1.0	7408	1.2.23.79.108.191	1	2	23	79	108	191	reference		False
OX345041.1	ColRNAI	1.0	7202	1.2.23.79.108.192	1	2	23	79	108	192	reference		False
NZ_CP134811.1	ColRNAI	1.0	11970	1.2.23.113.191.341	1	2	23	113	191	341	reference		False
NZ_CP126795.1	ColRNAI	1.0	9294	1.2.23.113.191.352	1	2	23	113	191	352	reference		False
NZ_CP126772.1	ColRNAI	1.0	3372	1.2.23.78.107.186	1	2	23	78	107	186	reference		False
CP134897.1	ColRNAI	0.8102	3371	1.2.23.78.107.187	1	2	23	78	107	187	reference		False
OY726073.1	ColRNAI	1.0	674	10.19.80.213.338.610	10	19	80	213	338	610	reference		False
OY726066.1	ColRNAI	0.6022	938	9.18.79.212.337.609	9	18	79	212	337	609	reference	IncC(0.40)	False
NZ_CP133405.1	ColRNAI	0.9435	11970	1.2.23.101.163.283	1	2	23	101	163	283	reference		False
NZ_CP134375.1	ColRNAI	0.6095	3374	1.2.23.64.91.161	1	2	23	64	91	161	reference	IncFII(0.39)	False
NZ_CP131918.1	ColRNAI	0.7168	10060	1.2.23.101.163.282	1	2	23	101	163	282	reference	ColE(0.28)	False
CP100048.1	ColRNAI	0.4381	8219	1.2.23.94.136.241	1	2	23	94	136	241	reference	IncFII(0.36)	False
NZ_CP126860.1	ColRNAI	0.9958	2056	1.2.10.26.36.82	1	2	10	26	36	82	reference		False
NZ_OR095742.1	ColRNAI	0.7296	19351	1.2.23.101.163.282	1	2	23	101	163	282	reference	ColE(0.27)	False
