source_file	inc_group	organism_category	is_family	is1_pos	is2_pos	region_size	same_orientation	cargo_genes	n_cargo
NZ_CP128932.1	IncHI2	Gram-negative	IS26	97253-98072	107654-108474	9582	True	blaTEM-1	1
NZ_CP128941.1	IncHI1	Gram-negative	IS1	37226-37993	66446-67213	28453	False	blaTEM-1	1
NZ_CP128952.1	IncF	Gram-negative	IS26	60375-61194	65729-66549	4535	True	aac(3)-IId	1
NZ_CP128952.1	IncF	Gram-negative	IS1	31776-32543	38132-38899	5589	False	tet(B)	1
NZ_CP128952.1	IncF	Gram-negative	IS1	38132-38899	76373-77140	37474	False	sul1,aadA5,dfrA17,aac(3)-IId,blaTEM-1	5
NZ_CP128952.1	IncF	Gram-negative	IS10	36956-38133	64721-65732	26588	False	sul1,aadA5,dfrA17,aac(3)-IId	4
NZ_CP134355.1	IncI1	Gram-negative	IS26	15507-16327	18453-19272	2126	True	blaCTX-M-8	1
NZ_CP134359.1	IncI1	Gram-negative	IS26	17957-18777	20903-21722	2126	True	blaCTX-M-8	1
NZ_CP134363.1	IncF	Gram-negative	IS26	5439-6260	21904-22725	15644	True	qnrS1,blaLAP-2,tet(A)	3
NZ_CP134365.1	IncI1	Gram-negative	IS26	15515-16335	18461-19280	2126	True	blaCTX-M-8	1
NZ_CP134369.1	IncI1	Gram-negative	IS26	15508-16327	18454-19273	2127	True	blaCTX-M-8	1
NZ_CP134371.1	IncF	Gram-negative	IS1	16351-17118	42262-43029	25144	True	tet(A),sul2,aph(3'')-Ib,aph(6)-Id,dfrA1,aadA1	6
NZ_CP134372.1	IncI1	Gram-negative	IS26	18093-18913	21026-21845	2113	True	blaCTX-M-8	1
NZ_CP134378.1	IncI1	Gram-negative	IS26	15507-16327	18453-19275	2126	True	blaCTX-M-8	1
NZ_CP134381.1	IncI1	Gram-negative	IS26	15507-16327	18453-19273	2126	True	blaCTX-M-8	1
NZ_CP134386.1	IncI1	Gram-negative	IS26	18093-18913	21039-21858	2126	True	blaCTX-M-8	1
NZ_CP134392.1	IncI1	Gram-negative	IS26	15507-16327	18453-19272	2126	True	blaCTX-M-8	1
NZ_CP135644.1	IncF	Gram-negative	IS26	39594-40415	46296-47116	5881	True	mrx(A),mph(A)	2
NZ_CP135644.1	IncF	Gram-negative	IS1	29178-29945	34458-35225	4513	False	tet(B)	1
NZ_CP135644.1	IncF	Gram-negative	IS1	34458-35225	55209-55976	19984	True	dfrA17,aadA5,sul1,mrx(A),mph(A),blaTEM-1,sul2,aph(3'')-Ib,aph(6)-Id	9
NZ_CP135647.1	IncF	Gram-negative	IS1	99916-100683	144866-145440	44183	False	blaTEM-1,aac(3)-IId,mph(A),mrx(A),sul1,aadA5,dfrA17	7
NZ_CP135647.1	IncF	Gram-negative	IS26	128763-129583	133261-134081	3678	True	aac(3)-IId	1
NZ_CP135647.1	IncF	Gram-negative	IS26	133261-134081	144047-144867	9966	True	mph(A),mrx(A),sul1,aadA5,dfrA17	5
NZ_CP135654.1	IncF	Gram-negative	IS1	40085-40852	86415-87182	45563	False	aac(3)-IId,dfrA17,aadA5,sul1,mrx(A),mph(A),sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	10
NZ_CP135654.1	IncF	Gram-negative	IS26	51164-51985	61951-62772	9966	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
NZ_CP135654.1	IncF	Gram-negative	IS26	61951-62772	69429-70248	6657	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	4
NZ_CP135657.1	IncF	Gram-negative	IS26	41325-42144	52110-52931	9966	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
NZ_CP135657.1	IncF	Gram-negative	IS26	52110-52931	59588-60407	6657	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	4
NZ_CP135659.1	IncF	Gram-negative	IS1	39535-40302	45264-46031	4962	False	tet(B)	1
NZ_CP135692.1	IncF	Gram-negative	IS26	22751-23570	28868-29688	5298	True	tet(A),aph(6)-Id,aph(3'')-Ib	3
NZ_CP135692.1	IncF	Gram-negative	IS26	28868-29688	39654-40473	9966	True	mph(A),mrx(A),sul1,aadA5,dfrA17	5
NZ_CP135698.1	IncF	Gram-negative	IS26	41325-42144	52110-52931	9966	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
NZ_CP135698.1	IncF	Gram-negative	IS26	52110-52931	59588-60407	6657	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	4
NZ_CP135713.1	IncF	Gram-negative	IS26	17269-18088	39518-40339	21430	True	tet(B),catA1	2
NZ_CP135713.1	IncF	Gram-negative	IS26	59470-60289	68656-69476	8367	True	aac(3)-IId	1
NZ_CP135713.1	IncF	Gram-negative	IS1	29178-29945	33962-34729	4017	False	tet(B)	1
NZ_CP135720.1	IncF	Gram-negative	IS26	46185-47006	55276-56095	8270	True	aac(3)-IId	1
NZ_CP135720.1	IncF	Gram-negative	IS26	55276-56095	57136-57955	1041	True	aph(3')-Ia	1
NZ_CP135723.1	IncF	Gram-negative	IS26	26395-27214	34825-35644	7611	True	tet(M)	1
NZ_CP138482.1	IncI1	Gram-negative	IS26	22208-23028	28375-29194	5347	True	aac(3)-IId	1
NZ_CP138482.1	IncI1	Gram-negative	IS26	28375-29194	33094-33913	3900	True	blaCTX-M-14	1
NZ_CP140474.1	IncFIB	Gram-negative	IS26	139525-140260	141301-142121	1041	True	aph(3')-Ia	1
NZ_CP150623.1	IncHI2	Gram-negative	IS26	248451-249270	252797-253616	3527	True	tet(D)	1
NZ_CP150623.1	IncHI2	Gram-negative	IS26	252797-253616	255016-255839	1400	True	catA2	1
NZ_CP150623.1	IncHI2	Gram-negative	IS26	261971-262793	267082-267904	4289	True	aac(6')-Ib3	1
NZ_CP150623.1	IncHI2	Gram-negative	IS26	267082-267904	272366-273185	4462	True	blaSHV-12	1
NZ_CP150623.1	IncHI2	Gram-negative	IS26	321858-322681	332535-333355	9854	True	aac(6')-IIc,aac(3)-IIg,arr,ere(A),sul1	5
NZ_CP150624.1	IncA	Gram-negative	IS26	109967-110787	120915-121734	10128	True	blaVIM-1,aac(6')-Ib4,aph(3')-XV,aadA1,catB2,sul1	6
NZ_KX518743.1	IncHI2	Gram-negative	IS26	71968-72787	77994-78814	5207	True	oqxB,oqxA	2
NZ_KX711879.1	repPae_large	Pseudomonas	IS26	2525-3344	25815-26635	22471	True	blaIMP-4	1
NZ_LN794248.1	IncHI2	Gram-negative	IS26	212737-213559	222173-222992	8614	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1	4
NZ_LN794248.1	IncHI2	Gram-negative	IS26	252759-253578	261667-262486	8089	True	dfrA14	1
NZ_LN794248.1	IncHI2	Gram-negative	IS26	264673-265493	268093-268912	2600	True	aac(3)-IIe	1
NZ_LN794248.1	IncHI2	Gram-negative	IS26	268093-268912	274263-275091	5351	True	blaCTX-M-15	1
NZ_LN794248.1	IncHI2	Gram-negative	IS1	277168-277935	278812-279579	877	False	catA1	1
NZ_MF174859.1	IncHI2	Gram-negative	IS26	73206-74026	76806-77625	2780	True	aadA22,lnu(F)	2
NZ_MF174859.1	IncHI2	Gram-negative	IS26	86608-87427	94187-95006	6760	True	aac(3)-IVa,aph(4)-Ia	2
NZ_MF174860.1	IncF	Gram-negative	IS10	54699-55733	62222-63550	6489	False	tet(B)	1
NZ_MG570092.1	IncX3	Gram-negative	IS26	36057-36894	49378-50198	12484	True	blaOXA-181,qnrS1	2
NZ_MG662415.1	IncHI2	Gram-negative	IS26	121478-122297	135890-136709	13593	True	aac(3)-IVa,aph(4)-Ia,sul2	3
NZ_MG825373.1	IncHI2	Gram-negative	IS26	195374-196193	197234-198054	1041	True	aph(3')-Ia	1
NZ_MG825373.1	IncHI2	Gram-negative	IS26	197234-198054	229606-230425	31552	True	sul3,aadA1,cmlA1,aadA2,estX-3,floR,sul2,aph(4)-Ia,aac(3)-IVa	9
NZ_MG825383.1	IncFIB	Gram-negative	IS26	21458-22282	26573-27393	4291	True	floR	1
NZ_MG825383.1	IncFIB	Gram-negative	IS26	149833-150652	155859-156678	5207	True	oqxB,oqxA	2
NZ_MG825383.1	IncFIB	Gram-negative	IS26	158200-159020	172773-173577	13753	True	tet(A)	1
NZ_MG825383.1	IncFIB	Gram-negative	IS1	9638-10260	40577-41344	30317	True	aph(6)-Id,aph(3'')-Ib,floR	3
NZ_MH105050.1	IncX3	Gram-negative	IS26	105725-106544	107564-108384	1020	True	aph(3')-Ia	1
NZ_MH105051.1	IncHI2	Gram-negative	IS26	178544-179361	180402-181222	1041	True	aph(3')-Ia	1
NZ_MH422552.1	IncFIB	Gram-negative	IS10	43277-44605	51095-52423	6490	False	tet(B)	1
NZ_MH580300.1	IncF	Gram-negative	IS26	20833-21652	24714-25503	3062	True	dfrA17,aadA5	2
NZ_MH580300.1	IncF	Gram-negative	IS26	25503-26322	32890-33710	6568	True	aac(3)-IId	1
NZ_MH580300.1	IncF	Gram-negative	IS26	32890-33710	35697-36518	1987	True	qnrS2	1
NZ_MH580300.1	IncF	Gram-negative	IS26	35697-36518	41122-41945	4604	True	arr-3,catB3,blaOXA-1,aac(6')-Ib-cr5	4
NZ_MH580300.1	IncF	Gram-negative	IS26	54621-55442	60649-61469	5207	True	oqxA,oqxB	2
NZ_MK293945.1	IncHI2	Gram-negative	IS26	5631-6450	17251-18073	10801	True	floR,aph(6)-Id,aph(3'')-Ib,sul2	4
NZ_MN540571.1	IncHI2	Gram-negative	IS26	205761-206580	212451-213270	5871	True	qnrB1	1
NZ_MN540571.1	IncHI2	Gram-negative	IS26	212451-213270	220798-221617	7528	True	dfrA14	1
NZ_MN540571.1	IncHI2	Gram-negative	IS26	228342-229162	231762-232581	2600	True	aac(3)-IIe	1
NZ_MN540571.1	IncHI2	Gram-negative	IS26	231762-232581	246549-247377	13968	True	blaCTX-M-15,blaTEM-1,aph(6)-Id,aph(3'')-Ib,sul2	5
NZ_MN540571.1	IncHI2	Gram-negative	IS1	249454-250221	251098-251865	877	False	catA1	1
NZ_MT415057.1	IncR	Gram-negative	IS26	18226-19045	39044-39863	19999	True	ble,blaNDM-1	2
NZ_MT415058.1	IncR	Gram-negative	IS26	13996-14815	17415-18235	2600	True	aac(3)-IIe	1
NZ_MT415058.1	IncR	Gram-negative	IS26	20422-21241	25782-26601	4541	True	dfrA14	1
NZ_MW228449.1	IncF	Gram-negative	IS26	139862-140681	141722-142541	1041	True	aph(3')-Ia	1
NZ_MW390538.1	IncF	Gram-negative	IS1	76107-76874	113820-114587	36946	True	sul3,aadA1,estX-3,qnrS1,tet(A),lnu(F),aadA12	7
NZ_MW390538.1	IncF	Gram-negative	IS26	84727-85548	108593-109413	23045	True	qnrS1,tet(A)	2
NZ_MW390539.1	IncF	Gram-negative	IS26	2075-2894	14367-15189	11473	True	sul3,aadA1,estX-3,floR	4
NZ_MW390539.1	IncF	Gram-negative	IS26	17495-18314	20914-21734	2600	True	aac(3)-IIe	1
NZ_MW390541.1	IncF	Gram-negative	IS1	46118-46885	82830-83586	35945	True	aac(3)-IIe,blaCTX-M-15,dfrA17,aadA5,sul1	5
NZ_MW390541.1	IncF	Gram-negative	IS26	53832-54652	57252-58071	2600	True	aac(3)-IIe	1
NZ_MW390541.1	IncF	Gram-negative	IS26	57252-58071	62810-63629	4739	True	blaCTX-M-15	1
NZ_MW390548.1	IncF	Gram-negative	IS1	15283-16050	37050-37816	21000	False	tet(A),blaTEM-1	2
NZ_MW390549.1	IncR	Gram-negative	IS26	21865-22684	25117-25937	2433	True	aadA2	1
NZ_MW390549.1	IncR	Gram-negative	IS26	29253-30072	31947-32711	1875	True	aph(3')-Ia	1
NZ_MW390549.1	IncR	Gram-negative	IS26	31947-32711	36401-37220	3690	True	mph(A),mrx(A),blaCTX-M-1	3
NZ_MW390551.1	IncF	Gram-negative	IS1	15283-16050	37179-37945	21129	False	tet(A),blaTEM-1	2
NZ_MW390552.1	IncR	Gram-negative	IS26	15646-16465	20155-20919	3690	True	blaCTX-M-1,mrx(A),mph(A)	3
NZ_MW390552.1	IncR	Gram-negative	IS26	20155-20919	22794-23613	1875	True	aph(3')-Ia	1
NZ_MW390552.1	IncR	Gram-negative	IS26	26929-27749	30182-31001	2433	True	aadA2	1
NZ_OP594535.1	IncF	Gram-negative	IS26	5235-6072	18555-19375	12483	True	blaOXA-484,qnrS1	2
NZ_OP594535.1	IncF	Gram-negative	IS26	23443-24263	35371-36190	11108	True	mph(A),mrx(A),sul1,aadA2,dfrA12	5
NZ_OQ362291.1	IncC	Gram-negative	IS26	54508-55327	56347-57166	1020	True	aph(3')-Ia	1
NZ_OR395176.1	IncHI2	Gram-negative	IS26	102324-103143	106368-107188	3225	True	mrx(A),mph(A)	2
NZ_OR395176.1	IncHI2	Gram-negative	IS26	119788-120607	121648-122468	1041	True	aph(3')-Ia	1
NZ_OV049813.1	IncR	Gram-negative	IS26	52433-53252	54652-55471	1400	True	catA2	1
NZ_OV049813.1	IncR	Gram-negative	ISEcp1	20286-21704	34440-36095	12736	True	aph(3'')-Ib,aph(6)-Id,sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1	6
RefSeq_NC_006816.1	IncFII	Gram-negative	IS26	19800-20619	21660-22479	1041	True	aph(3')-Ia	1
RefSeq_NC_006816.1	IncFII	Gram-negative	IS26	26865-27685	52822-53642	25137	True	blaTEM-1	1
RefSeq_NC_006816.1	IncFII	Gram-negative	IS26	52822-53642	83686-84507	30044	True	aac(3)-IId,blaTEM-1,tet(A),mrx(A),mph(A)	5
RefSeq_NC_006816.1	IncFII	Gram-negative	IS1	38208-38975	63321-64088	24346	True	aac(3)-IId,blaTEM-1	2
RefSeq_NC_007682.3	IncN	Gram-negative	IS26	6729-7548	10326-11145	2778	True	aadA2,lnu(F)	2
RefSeq_NC_007682.3	IncN	Gram-negative	IS26	10326-11145	24787-25608	13642	True	aadA2,sul1,armA,msr(E),mph(E)	5
RefSeq_NC_007682.3	IncN	Gram-negative	IS26	24787-25608	26673-27492	1065	True	aph(3')-Ia	1
RefSeq_NC_010558.1	IncFII	Gram-negative	IS1	91946-92713	98303-99070	5590	False	tet(B)	1
RefSeq_NC_010558.1	IncFII	Gram-negative	IS1	98303-99070	143167-143934	44097	False	catA1,sul1,aadA5,dfrA17,blaTEM-1,rmtB1,qepA1	7
RefSeq_NC_010558.1	IncFII	Gram-negative	IS26	90452-91271	104371-105197	13100	True	tet(B),catA1	2
RefSeq_NC_010558.1	IncFII	Gram-negative	IS26	112567-113386	123301-124120	9915	True	blaTEM-1,rmtB1,qepA1	3
RefSeq_NC_011617.1	IncN	Gram-negative	IS10	17755-19083	30848-32176	11765	False	fosA5,blaCTX-M-24	2
RefSeq_NC_013122.1	IncFII	Gram-negative	IS26	36285-37108	56490-57309	19382	True	blaTEM,tet(A)	2
RefSeq_NC_013951.1	IncFII	Gram-negative	IS26	35844-36666	46632-47453	9966	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NC_013951.1	IncFII	Gram-negative	IS26	46632-47453	54110-54929	6657	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	4
RefSeq_NC_014208.1	IncN	Gram-negative	IS26	17194-18014	40135-40973	22121	True	aac(6')-Ib4,blaVIM-1	2
RefSeq_NC_014208.1	IncN	Gram-negative	IS26	40135-40973	48242-49063	7269	True	qnrS1,blaSHV-12	2
RefSeq_NC_014231.1	IncN	Gram-negative	IS26	9564-10383	14033-14851	3650	True	mph(A),mrx(A),blaCTX-M-1	3
RefSeq_NC_014312.1	IncFII	Gram-negative	IS26	31871-32690	57447-58267	24757	True	mph(E),msr(E),armA,sul1,blaDHA-1,qnrB4	6
RefSeq_NC_014368.1	IncN	Gram-negative	IS26	22693-23512	24532-25294	1020	True	aph(3')-Ia	1
RefSeq_NC_014384.1	IncFII	Gram-negative	IS26	102571-103390	106903-107723	3513	True	aac(6')-Ib-cr5,blaOXA-1,catB3	3
RefSeq_NC_015599.1	IncN	Gram-negative	IS26	39454-40273	50629-51449	10356	True	tet(A)	1
RefSeq_NC_016036.1	IncX1	Gram-negative	IS1	29002-29769	54167-54934	24398	False	sul2	1
RefSeq_NC_016966.1	IncFII	Gram-negative	IS26	209980-210799	217312-218047	6513	True	tet(A)	1
RefSeq_NC_019033.1	IncN	Gram-negative	IS26	18840-19670	20719-21540	1049	True	qnrB19	1
RefSeq_NC_019098.1	IncN	Gram-negative	IS26	320-1141	4831-5650	3690	True	mph(A),mrx(A),blaCTX-M-1	3
RefSeq_NC_019105.1	IncFII	Gram-negative	IS1	57740-58507	73225-73992	14718	True	blaTEM-1	1
RefSeq_NC_019155.1	IncFII	Gram-negative	IS26	112620-113439	114480-115299	1041	True	aph(3')-Ia	1
RefSeq_NC_019389.1	IncFII	Gram-negative	IS26	83927-84746	98227-99046	13481	True	qnrB1,tet(A)	2
RefSeq_NC_019389.1	IncFII	Gram-negative	IS26	101233-102053	104653-105472	2600	True	aac(3)-IIe	1
RefSeq_NC_019389.1	IncFII	Gram-negative	IS26	104653-105472	119141-119961	13669	True	blaCTX-M-15,blaTEM-1,aph(6)-Id,aph(3'')-Ib,sul2	5
RefSeq_NC_019389.1	IncFII	Gram-negative	IS26	119141-119961	126689-127508	6728	True	dfrA14	1
RefSeq_NC_020086.1	IncN	Gram-negative	IS26	9408-10228	12855-13674	2627	True	aac(3)-IId	1
RefSeq_NC_020086.1	IncN	Gram-negative	IS26	13682-14519	59095-59916	44576	True	dfrA14,sul2	2
RefSeq_NC_020086.1	IncN	Gram-negative	IS26	59095-59916	63443-64262	3527	True	tet(D)	1
RefSeq_NC_020086.1	IncN	Gram-negative	IS26	63443-64262	72862-73682	8600	True	qnrS1,blaLAP-2	2
RefSeq_NC_020087.1	IncFII	Gram-negative	IS26	28391-29210	30251-31070	1041	True	aph(3')-Ia	1
RefSeq_NC_020087.1	IncFII	Gram-negative	IS26	30251-31070	52169-52988	21099	True	aac(3)-IVa,aph(4)-Ia,sul2,floR	4
RefSeq_NC_020087.1	IncFII	Gram-negative	IS26	52169-52988	69435-70255	16447	True	tet(A),blaLAP-2,qnrS1	3
RefSeq_NC_020088.1	IncN	Gram-negative	IS26	13754-14574	17626-18447	3052	True	aac(3)-IId	1
RefSeq_NC_020088.1	IncN	Gram-negative	IS26	31672-32491	35035-35873	2544	True	dfrA14	1
RefSeq_NC_021198.1	IncFII	Gram-negative	IS1	27790-28557	64369-65136	35812	True	catB,rmtF1,aac(6')-Ib,arr-2,catA1	5
RefSeq_NC_021198.1	IncFII	Gram-negative	IS26	166509-167244	168285-169105	1041	True	aph(3')-Ia	1
RefSeq_NC_021199.1	IncFII	Gram-negative	IS26	102308-103128	105728-106547	2600	True	aac(3)-IIe	1
RefSeq_NC_021199.1	IncFII	Gram-negative	IS26	117589-118408	132376-133195	13968	True	blaCTX-M-15,blaTEM-1,aph(6)-Id,aph(3'')-Ib,sul2	5
RefSeq_NC_021622.1	IncN	Gram-negative	IS26	6368-7205	14296-15117	7091	True	qnrS1,blaSHV-12	2
RefSeq_NC_021622.1	IncN	Gram-negative	IS26	14296-15117	37889-38709	22772	True	dfrA14	1
RefSeq_NC_021654.1	IncFII	Gram-negative	IS1	80891-81658	108094-108806	26436	True	catA1,dfrA12,aadA2,sul1,mrx(A),mph(A)	6
RefSeq_NC_022374.1	IncN	Gram-negative	IS10	14726-16054	17371-18699	1317	False	fosA5	1
RefSeq_NC_022651.1	IncFII	Gram-negative	IS26	34193-35012	47842-48661	12830	True	blaTEM-1	1
RefSeq_NC_023277.2	IncX1	Gram-negative	IS26	111972-112791	113832-114651	1041	True	aph(3')-Ia	1
RefSeq_NC_023277.2	IncX1	Gram-negative	IS26	119037-119864	167550-168370	47686	True	blaTEM-1,qnrS1	2
RefSeq_NC_023277.2	IncX1	Gram-negative	IS26	167550-168370	172945-173766	4575	True	mrx(A),mph(A)	2
RefSeq_NC_023277.2	IncX1	Gram-negative	IS26	177459-178279	182643-183463	4364	True	aac(3)-IId	1
RefSeq_NC_023323.1	IncX1	Gram-negative	IS26	4081-4901	9436-10256	4535	True	aac(3)-IId	1
RefSeq_NC_023323.1	IncX1	Gram-negative	IS26	51757-52578	57785-58604	5207	True	oqxA,oqxB	2
RefSeq_NC_023333.1	IncFII	Gram-negative	IS26	234838-235534	237765-238521	2231	True	aac(6')-Ib-cr5,blaOXA-1,catB3	3
RefSeq_NC_025019.1	IncN	Gram-negative	IS26	6792-7615	34196-35016	26581	True	dfrA14,qnrS1	2
RefSeq_NC_025131.1	IncFII	Gram-negative	IS26	126239-127058	134705-135525	7647	True	dfrA14	1
RefSeq_NC_025141.1	IncN	Gram-negative	IS26	10403-11222	15445-16264	4223	True	blaTEM-1	1
RefSeq_NC_025183.1	IncN	Gram-negative	IS26	6182-7001	33582-34402	26581	True	dfrA14,qnrS1	2
RefSeq_NC_025185.1	IncFII	Gram-negative	IS26	58246-59065	66712-67532	7647	True	dfrA14	1
RefSeq_NZ_AP018137.1	IncFII	Gram-negative	IS26	15988-16807	26254-27073	9447	True	blaNDM-5,ble,sul1,aadA2,dfrA12	5
RefSeq_NZ_AP018456.1	IncFII	Gram-negative	IS26	41082-41903	43288-44112	1385	True	dfrA17	1
RefSeq_NZ_AP018456.1	IncFII	Gram-negative	IS26	47997-48816	55473-56294	6657	True	tet(A),aph(6)-Id,aph(3'')-Ib,sul2	4
RefSeq_NZ_AP018456.1	IncFII	Gram-negative	IS26	55473-56294	64872-65698	8578	True	mph(A),mrx(A),sul1,aadA5	4
RefSeq_NZ_AP018456.1	IncFII	Gram-negative	IS26	66182-67001	69795-70614	2794	True	aac(3)-IId	1
RefSeq_NZ_AP018565.1	IncN	Gram-negative	IS26	15142-15931	28724-29420	12793	True	ble,blaNDM-1	2
RefSeq_NZ_AP018565.1	IncN	Gram-negative	IS26	28724-29420	71164-71983	41744	True	tet(A)	1
RefSeq_NZ_AP018572.1	IncN	Gram-negative	IS26	62078-62897	65393-66211	2496	True	fosA3	1
RefSeq_NZ_AP018572.1	IncN	Gram-negative	IS26	70213-71029	83833-84540	12804	True	ble,blaNDM-1	2
RefSeq_NZ_AP018574.1	IncFII	Gram-negative	IS26	24924-25743	34169-34989	8426	True	qepA1,rmtB1,blaTEM-1	3
RefSeq_NZ_AP018574.1	IncFII	Gram-negative	IS26	39285-40095	44370-45190	4275	True	mph(A),mrx(A)	2
RefSeq_NZ_AP018673.1	IncFII	Gram-negative	IS26	1446-2267	40489-41308	38222	True	tet(A)	1
RefSeq_NZ_AP018673.1	IncFII	Gram-negative	IS26	43495-44315	46915-47734	2600	True	aac(3)-IIe	1
RefSeq_NZ_AP018674.1	IncN	Gram-negative	IS26	5053-5872	7148-7967	1276	True	fosA3	1
RefSeq_NZ_AP018674.1	IncN	Gram-negative	IS26	20037-20856	29301-30120	8445	True	blaKPC-2	1
RefSeq_NZ_AP018830.1	IncFII	Gram-negative	IS26	59060-59880	61280-62099	1400	True	catA2	1
RefSeq_NZ_AP018830.1	IncFII	Gram-negative	IS26	63435-64254	65295-66114	1041	True	aph(3')-Ia	1
RefSeq_NZ_AP018830.1	IncFII	Gram-negative	IS26	173768-174587	191938-192738	17351	True	aac(6')-Ib-cr5,arr-3,dfrA27,aadA16,sul1,armA,msr(E),mph(E)	8
RefSeq_NZ_AP018939.1	IncFII	Gram-negative	IS26	30078-30897	38124-38943	7227	True	tet(B),aph(3')-Ia	2
RefSeq_NZ_AP018939.1	IncFII	Gram-negative	IS26	49611-50430	52239-53058	1809	True	aac(3)-IId	1
RefSeq_NZ_AP018939.1	IncFII	Gram-negative	IS26	57715-58534	65212-66032	6678	True	floR	1
RefSeq_NZ_AP018939.1	IncFII	Gram-negative	IS26	71876-72698	73464-74283	766	True	catA2	1
RefSeq_NZ_AP018939.1	IncFII	Gram-negative	IS26	74364-75183	81439-82260	6256	True	mcr-3.1,bleO	2
RefSeq_NZ_AP018939.1	IncFII	Gram-negative	IS1	29178-29945	36368-37135	6423	False	tet(B)	1
RefSeq_NZ_AP019191.1	IncFII	Gram-negative	IS26	4387-5206	9342-10162	4136	True	mrx(A),mph(A)	2
RefSeq_NZ_AP019191.1	IncFII	Gram-negative	IS26	9342-10162	15716-16535	5554	True	aac(3)-IId	1
RefSeq_NZ_AP019191.1	IncFII	Gram-negative	IS26	18294-19114	29033-29856	9919	True	dfrA17,aadA5,sul1,ble,blaNDM-5	5
RefSeq_NZ_AP019191.1	IncFII	Gram-negative	IS26	97761-98580	102411-103242	3831	True	blaCTX-M-15	1
RefSeq_NZ_AP019401.1	IncFII	Gram-negative	IS26	20074-20895	32278-33098	11383	True	tet(A),dfrA1	2
RefSeq_NZ_AP019526.1	IncFII	Gram-negative	IS1	12866-13633	43363-44130	29730	False	blaCTX-M-27	1
RefSeq_NZ_AP019539.1	IncFII	Gram-negative	IS26	17445-18265	24922-25741	6657	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	4
RefSeq_NZ_AP019678.1	IncX1	Gram-negative	IS26	18541-19362	21858-22677	2496	True	fosA3	1
RefSeq_NZ_AP021964.1	IncFII	Gram-negative	IS26	53698-54517	58958-59777	4441	True	erm(B)	1
RefSeq_NZ_AP021964.1	IncFII	Gram-negative	IS26	63617-64436	70713-71534	6277	True	tet(A),aph(6)-Id,aph(3'')-Ib,sul2	4
RefSeq_NZ_AP021964.1	IncFII	Gram-negative	IS26	70713-71534	81500-82319	9966	True	mph(A),mrx(A),sul1,aadA5,dfrA17	5
RefSeq_NZ_AP022070.1	IncFII	Gram-negative	IS26	15951-16771	26538-27359	9767	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_AP022070.1	IncFII	Gram-negative	IS26	26538-27359	29959-30778	2600	True	aac(3)-IIe	1
RefSeq_NZ_AP022070.1	IncFII	Gram-negative	IS26	29959-30778	36684-37518	5906	True	blaCTX-M-15	1
RefSeq_NZ_AP022070.1	IncFII	Gram-negative	IS26	41456-42278	56823-57643	14545	True	tet(A),aph(6)-Id,aph(3'')-Ib,sul2	4
RefSeq_NZ_AP022070.1	IncFII	Gram-negative	IS26	59830-60649	65626-66445	4977	True	tet(A)	1
RefSeq_NZ_AP022162.1	IncFII	Gram-negative	IS26	7499-8318	18221-19041	9903	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_AP022185.1	IncFII	Gram-negative	IS26	99125-99944	114819-115639	14875	True	qnrS1,blaTEM-1,blaCTX-M-15	3
RefSeq_NZ_AP022218.1	IncX1	Gram-negative	IS26	28936-29755	35571-36390	5816	True	dfrA14,aadA1,blaOXA-10,cmlA5,arr-2	5
RefSeq_NZ_AP022248.1	IncX1	Gram-negative	IS26	18541-19362	21858-22677	2496	True	fosA3	1
RefSeq_NZ_AP022327.1	IncFII	Gram-negative	IS1	40441-41169	88924-89691	47755	False	dfrA17,aadA5,sul1,mrx(A),mph(A),sul2,aph(3'')-Ib,aph(6)-Id,tet(A),blaTEM-1	10
RefSeq_NZ_AP022327.1	IncFII	Gram-negative	IS26	41170-41989	51955-52776	9966	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_AP022327.1	IncFII	Gram-negative	IS26	51955-52776	59267-60086	6491	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	4
RefSeq_NZ_AP022357.1	IncFII	Gram-negative	IS26	6837-7657	21877-22696	14220	True	aac(6')-Ib,blaIMP-6,aadA2,sul1	4
RefSeq_NZ_AP022361.1	IncFII	Gram-negative	IS26	28096-28915	40062-40882	11147	True	sul1,aadA2,blaIMP-6,aac(6')-Ib	4
RefSeq_NZ_AP022363.1	IncFII	Gram-negative	IS26	28096-28916	35298-36118	6382	True	sul1,aadA2,blaIMP-6,aac(6')-Ib	4
