source_file	inc_group	organism_category	is_family	pident	align_length	ref_length	coverage	q_start	q_end	strand	evalue	bitscore	plasmid_length
NZ_CP135682.1	IncC	Gram-negative	IS26	99.879	824	859	0.959	19199	20022	+	0.0	1482.0	107043
NZ_CP135682.1	IncC	Gram-negative	IS26	100.0	821	859	0.956	71463	72283	-	0.0	1481.0	107043
NZ_CP135682.1	IncC	Gram-negative	IS26	100.0	820	859	0.955	17955	18774	-	0.0	1480.0	107043
NZ_MZ606383.1	IncC	Gram-negative	ISEcp1	100.0	1656	1656	1.0	97926	99581	+	0.0	2987.0	138796
NZ_MZ606383.1	IncC	Gram-negative	IS1	87.891	768	768	1.0	11110	11877	+	0.0	966.0	138796
NZ_MZ606384.2	IncC	Gram-negative	ISEcp1	100.0	1656	1656	1.0	4266	5921	-	0.0	2987.0	140133
NZ_MZ606384.2	IncC	Gram-negative	IS1	87.891	768	768	1.0	91970	92737	-	0.0	966.0	140133
NZ_OQ362291.1	IncC	Gram-negative	IS26	99.879	824	859	0.959	72084	72907	+	0.0	1482.0	114198
NZ_OQ362291.1	IncC	Gram-negative	IS26	100.0	820	859	0.955	99338	100157	-	0.0	1480.0	114198
NZ_OQ362291.1	IncC	Gram-negative	IS26	100.0	820	859	0.955	84540	85359	-	0.0	1480.0	114198
NZ_OQ362291.1	IncC	Gram-negative	IS26	100.0	820	859	0.955	56347	57166	-	0.0	1480.0	114198
NZ_OQ362291.1	IncC	Gram-negative	IS26	100.0	820	859	0.955	54508	55327	-	0.0	1480.0	114198
NZ_OQ362291.1	IncC	Gram-negative	IS26	100.0	820	859	0.955	17955	18774	-	0.0	1480.0	114198
NZ_OQ362291.1	IncC	Gram-negative	IS26	99.878	822	859	0.957	37748	38568	+	0.0	1475.0	114198
NZ_OQ362291.1	IncC	Gram-negative	IS26	98.665	824	859	0.959	81022	81839	-	0.0	1422.0	114198
NZ_OQ362291.1	IncC	Gram-negative	IS26	98.66	821	859	0.956	82435	83249	+	0.0	1416.0	114198
AP026477.1	IncF	Gram-negative	IS10	99.627	1072	1329	0.807	63073	64144	-	0.0	1916.0	155167
AP026477.1	IncF	Gram-negative	IS26	99.635	822	859	0.957	52128	52949	-	0.0	1470.0	155167
AP026477.1	IncF	Gram-negative	IS26	99.634	820	859	0.955	62070	62889	+	0.0	1466.0	155167
AP026477.1	IncF	Gram-negative	IS26	99.634	820	859	0.955	65157	65976	-	0.0	1466.0	155167
AP026477.1	IncF	Gram-negative	IS26	99.634	820	859	0.955	57366	58185	-	0.0	1466.0	155167
AP026477.1	IncF	Gram-negative	IS26	99.634	820	859	0.955	41343	42162	-	0.0	1466.0	155167
AP026477.1	IncF	Gram-negative	IS1	99.609	768	768	1.0	152264	153031	-	0.0	1372.0	155167
AP026477.1	IncF	Gram-negative	IS1	98.568	768	768	1.0	139104	139871	-	0.0	1336.0	155167
AP026477.1	IncF	Gram-negative	IS1	97.266	768	768	1.0	40360	41127	+	0.0	1291.0	155167
AP026477.1	IncF	Gram-negative	IS1	93.099	768	768	1.0	94095	94862	-	0.0	1147.0	155167
AP026480.1	IncF	Gram-negative	IS26	100.0	822	859	0.957	29585	30406	-	0.0	1483.0	117889
AP026480.1	IncF	Gram-negative	IS26	99.634	820	859	0.955	37063	37882	-	0.0	1466.0	117889
AP026480.1	IncF	Gram-negative	IS26	99.634	820	859	0.955	18800	19619	-	0.0	1466.0	117889
AP026480.1	IncF	Gram-negative	IS1	99.609	768	768	1.0	114986	115753	-	0.0	1372.0	117889
AP026480.1	IncF	Gram-negative	IS1	98.568	768	768	1.0	101814	102581	-	0.0	1336.0	117889
AP026480.1	IncF	Gram-negative	IS1	93.099	768	768	1.0	56799	57566	-	0.0	1147.0	117889
AP026519.1	IncF	Gram-negative	IS26	99.635	822	859	0.957	59540	60361	+	0.0	1470.0	149987
AP026519.1	IncF	Gram-negative	IS26	99.635	822	859	0.957	53363	54184	-	0.0	1470.0	149987
AP026519.1	IncF	Gram-negative	IS26	99.635	822	859	0.957	62285	63106	-	0.0	1470.0	149987
AP026519.1	IncF	Gram-negative	IS26	99.634	820	859	0.955	42578	43397	-	0.0	1466.0	149987
AP026519.1	IncF	Gram-negative	IS1	99.609	768	768	1.0	147084	147851	-	0.0	1372.0	149987
AP026519.1	IncF	Gram-negative	IS1	98.615	722	768	0.94	133958	134679	-	0.0	1258.0	149987
AP026519.1	IncF	Gram-negative	IS1	93.099	768	768	1.0	91198	91965	-	0.0	1147.0	149987
AP026531.1	IncF	Gram-negative	IS10	100.0	1178	1329	0.886	36956	38133	-	0.0	2125.0	168269
AP026531.1	IncF	Gram-negative	IS10	99.901	1012	1329	0.761	64721	65732	+	0.0	1821.0	168269
AP026531.1	IncF	Gram-negative	IS26	100.0	822	859	0.957	52632	53453	+	0.0	1483.0	168269
AP026531.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	12934	13753	+	0.0	1480.0	168269
AP026531.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	60375	61194	-	0.0	1480.0	168269
AP026531.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	26020	26839	-	0.0	1480.0	168269
AP026531.1	IncF	Gram-negative	IS26	99.756	821	859	0.956	65729	66549	-	0.0	1472.0	168269
AP026531.1	IncF	Gram-negative	IS1	100.0	768	768	1.0	31776	32543	+	0.0	1386.0	168269
AP026531.1	IncF	Gram-negative	IS1	99.089	768	768	1.0	165589	166356	+	0.0	1354.0	168269
AP026531.1	IncF	Gram-negative	IS1	98.698	768	768	1.0	76373	77140	+	0.0	1341.0	168269
AP026531.1	IncF	Gram-negative	IS1	97.656	768	768	1.0	149309	150065	-	0.0	1310.0	168269
AP026531.1	IncF	Gram-negative	IS1	97.266	768	768	1.0	38132	38899	-	0.0	1291.0	168269
AP026531.1	IncF	Gram-negative	IS1	98.808	671	768	0.874	87026	87696	+	0.0	1175.0	168269
CP054243.1	IncF	Gram-negative	ISEcp1	99.879	1656	1656	1.0	41346	42999	-	0.0	2971.0	134442
CP054243.1	IncF	Gram-negative	IS10	99.72	1072	1329	0.807	26124	27195	-	0.0	1920.0	134442
CP054243.1	IncF	Gram-negative	IS26	99.636	825	859	0.96	24389	25213	+	0.0	1475.0	134442
CP054243.1	IncF	Gram-negative	IS26	99.634	820	859	0.955	28208	29027	-	0.0	1466.0	134442
CP054243.1	IncF	Gram-negative	IS1	99.74	768	768	1.0	119689	120456	-	0.0	1377.0	134442
CP054243.1	IncF	Gram-negative	IS1	98.568	768	768	1.0	106522	107289	-	0.0	1336.0	134442
CP054243.1	IncF	Gram-negative	IS1	92.969	768	768	1.0	60279	61045	-	0.0	1139.0	134442
CP054247.1	IncF	Gram-negative	ISEcp1	99.638	1656	1656	1.0	44871	46520	-	0.0	2938.0	132547
CP054247.1	IncF	Gram-negative	IS10	99.627	1072	1329	0.807	29759	30829	+	0.0	1912.0	132547
CP054247.1	IncF	Gram-negative	IS26	99.635	823	859	0.958	27924	28746	+	0.0	1471.0	132547
CP054247.1	IncF	Gram-negative	IS26	99.635	822	859	0.957	31741	32562	-	0.0	1470.0	132547
CP054247.1	IncF	Gram-negative	IS1	99.74	768	768	1.0	123169	123936	-	0.0	1377.0	132547
CP054247.1	IncF	Gram-negative	IS1	98.568	768	768	1.0	110017	110784	-	0.0	1336.0	132547
CP054247.1	IncF	Gram-negative	IS1	93.099	768	768	1.0	63799	64566	-	0.0	1147.0	132547
CP054250.1	IncF	Gram-negative	ISEcp1	99.94	1656	1656	1.0	161029	162683	+	0.0	2979.0	174444
CP054250.1	IncF	Gram-negative	ISEcp1	98.915	1659	1656	1.002	4844	6488	+	0.0	2855.0	174444
CP054250.1	IncF	Gram-negative	IS10	99.72	1072	1329	0.807	20643	21714	+	0.0	1920.0	174444
CP054250.1	IncF	Gram-negative	IS26	100.0	822	859	0.957	28501	29322	+	0.0	1483.0	174444
CP054250.1	IncF	Gram-negative	IS26	99.635	823	859	0.958	22626	23448	-	0.0	1471.0	174444
CP054250.1	IncF	Gram-negative	IS26	99.514	823	859	0.958	27164	27986	+	0.0	1467.0	174444
CP054250.1	IncF	Gram-negative	IS26	99.634	820	859	0.955	18811	19630	+	0.0	1466.0	174444
CP054250.1	IncF	Gram-negative	IS26	99.634	820	859	0.955	39285	40104	+	0.0	1466.0	174444
CP054250.1	IncF	Gram-negative	IS1	99.609	768	768	1.0	83543	84310	+	0.0	1372.0	174444
CP054250.1	IncF	Gram-negative	IS1	98.568	768	768	1.0	96714	97481	+	0.0	1336.0	174444
CP054250.1	IncF	Gram-negative	IS1	97.266	768	768	1.0	40320	41087	-	0.0	1291.0	174444
CP054250.1	IncF	Gram-negative	IS1	93.099	768	768	1.0	142968	143735	+	0.0	1147.0	174444
CP121348.1	IncF	Gram-negative	IS1	98.698	768	768	1.0	34556	35323	-	0.0	1341.0	147176
CP121348.1	IncF	Gram-negative	IS1	98.568	768	768	1.0	59187	59954	+	0.0	1336.0	147176
CP121348.1	IncF	Gram-negative	IS1	98.438	768	768	1.0	42908	43675	-	0.0	1332.0	147176
NZ_AP025658.1	IncF	Gram-negative	IS30	99.754	1221	1221	1.0	55862	57082	+	0.0	2189.0	171085
NZ_AP025658.1	IncF	Gram-negative	IS5	99.833	1195	1195	1.0	22077	23271	+	0.0	2147.0	171085
NZ_AP025658.1	IncF	Gram-negative	IS26	99.879	824	859	0.959	69929	70752	+	0.0	1482.0	171085
NZ_AP025658.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	67065	67884	+	0.0	1480.0	171085
NZ_AP025658.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	152260	153027	-	0.0	1350.0	171085
NZ_AP025658.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	168405	169172	+	0.0	1350.0	171085
NZ_AP025663.1	IncF	Gram-negative	IS30	99.754	1221	1221	1.0	55862	57082	+	0.0	2189.0	170915
NZ_AP025663.1	IncF	Gram-negative	IS5	99.749	1195	1195	1.0	22077	23271	+	0.0	2142.0	170915
NZ_AP025663.1	IncF	Gram-negative	IS26	99.879	824	859	0.959	69929	70752	+	0.0	1482.0	170915
NZ_AP025663.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	67065	67884	+	0.0	1480.0	170915
NZ_AP025663.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	152090	152857	-	0.0	1350.0	170915
NZ_AP025663.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	168235	169002	+	0.0	1350.0	170915
NZ_CP012683.1	IncF	Gram-negative	IS10	100.0	1329	1329	1.0	16387	17715	-	0.0	2397.0	112639
NZ_CP012683.1	IncF	Gram-negative	IS30	99.81	1053	1221	0.862	52693	53745	-	0.0	1891.0	112639
NZ_CP012683.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	57357	58176	-	0.0	1480.0	112639
NZ_CP012683.1	IncF	Gram-negative	IS26	99.757	823	859	0.958	14301	15123	+	0.0	1476.0	112639
NZ_CP012683.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	27531	28298	+	0.0	1350.0	112639
NZ_CP012683.1	IncF	Gram-negative	IS1	98.828	768	768	1.0	21175	21942	+	0.0	1345.0	112639
NZ_CP012683.1	IncF	Gram-negative	IS1	98.698	768	768	1.0	55113	55880	-	0.0	1341.0	112639
NZ_CP012683.1	IncF	Gram-negative	IS1	98.568	768	768	1.0	40918	41685	+	0.0	1336.0	112639
NZ_CP018886.1	IncF	Gram-negative	IS26	99.878	821	859	0.956	86600	87420	+	0.0	1477.0	217456
NZ_CP018886.1	IncF	Gram-negative	IS26	99.878	821	859	0.956	82778	83598	-	0.0	1477.0	217456
NZ_CP018886.1	IncF	Gram-negative	IS26	100.0	736	859	0.857	84824	85559	+	0.0	1328.0	217456
NZ_CP018886.1	IncF	Gram-negative	IS1	100.0	768	768	1.0	113359	114126	-	0.0	1386.0	217456
NZ_CP018886.1	IncF	Gram-negative	IS1	90.885	768	768	1.0	21824	22591	-	0.0	1070.0	217456
NZ_CP018886.1	IncF	Gram-negative	IS1	92.567	713	768	0.928	74425	75137	+	0.0	1048.0	217456
NZ_CP026494.1	IncF	Gram-negative	IS30	99.59	1221	1221	1.0	65791	67011	+	0.0	2180.0	201203
NZ_CP026494.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	91271	92038	-	0.0	1350.0	201203
NZ_CP026494.1	IncF	Gram-negative	IS1	98.698	768	768	1.0	164978	165745	+	0.0	1341.0	201203
NZ_CP026494.1	IncF	Gram-negative	IS1	98.568	768	768	1.0	3170	3937	+	0.0	1336.0	201203
NZ_CP026494.1	IncF	Gram-negative	IS1	98.568	768	768	1.0	188229	188996	-	0.0	1336.0	201203
NZ_CP041629.1	IncF	Gram-negative	IS30	99.836	1221	1221	1.0	85210	86430	-	0.0	2194.0	98476
NZ_CP041629.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	38547	39366	+	0.0	1480.0	98476
NZ_CP041629.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	40407	41226	+	0.0	1480.0	98476
NZ_CP041629.1	IncF	Gram-negative	IS26	99.756	821	859	0.956	13332	14152	+	0.0	1472.0	98476
NZ_CP041629.1	IncF	Gram-negative	IS26	99.635	822	859	0.957	18544	19365	+	0.0	1470.0	98476
NZ_CP041629.1	IncF	Gram-negative	IS26	99.616	782	859	0.91	31740	32521	+	0.0	1397.0	98476
NZ_CP041629.1	IncF	Gram-negative	IS1	99.609	768	768	1.0	14949	15716	-	0.0	1372.0	98476
NZ_CP041629.1	IncF	Gram-negative	IS1	98.57	769	768	1.001	87113	87881	-	0.0	1334.0	98476
NZ_CP041629.1	IncF	Gram-negative	IS1	98.57	769	768	1.001	89413	90181	+	0.0	1334.0	98476
NZ_CP041629.1	IncF	Gram-negative	IS1	98.57	769	768	1.001	93573	94341	+	0.0	1334.0	98476
NZ_CP041629.1	IncF	Gram-negative	IS1	89.207	593	768	0.772	3933	4525	-	0.0	782.0	98476
NZ_CP050155.1	IncF	Gram-negative	IS26	99.879	824	859	0.959	46309	47132	-	0.0	1482.0	130570
NZ_CP050155.1	IncF	Gram-negative	IS26	100.0	821	859	0.956	23833	24653	-	0.0	1481.0	130570
NZ_CP050155.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	33702	34521	-	0.0	1480.0	130570
NZ_CP050155.1	IncF	Gram-negative	IS26	99.878	821	859	0.956	35465	36285	+	0.0	1477.0	130570
NZ_CP054165.1	IncF	Gram-negative	IS26	100.0	821	859	0.956	13034	13854	+	0.0	1481.0	68411
NZ_CP054165.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	66198	67017	-	0.0	1480.0	68411
NZ_CP054165.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	6430	7249	-	0.0	1480.0	68411
NZ_CP054165.1	IncF	Gram-negative	IS26	99.878	820	859	0.955	2902	3721	+	0.0	1475.0	68411
NZ_CP054165.1	IncF	Gram-negative	IS1	93.099	768	768	1.0	37456	38223	-	0.0	1147.0	68411
NZ_CP054166.1	IncF	Gram-negative	IS10	100.0	959	1329	0.722	11559	12517	-	0.0	1730.0	165243
NZ_CP054166.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	31744	32563	+	0.0	1480.0	165243
NZ_CP054166.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	34750	35569	-	0.0	1480.0	165243
NZ_CP054166.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	26866	27685	-	0.0	1480.0	165243
NZ_CP054166.1	IncF	Gram-negative	IS26	99.878	821	859	0.956	23446	24266	-	0.0	1477.0	165243
NZ_CP054166.1	IncF	Gram-negative	IS26	99.756	821	859	0.956	10739	11559	+	0.0	1472.0	165243
NZ_CP054166.1	IncF	Gram-negative	IS1	99.87	768	768	1.0	153729	154496	-	0.0	1381.0	165243
NZ_CP054166.1	IncF	Gram-negative	IS1	98.438	768	768	1.0	140557	141324	-	0.0	1332.0	165243
NZ_CP054166.1	IncF	Gram-negative	IS1	98.307	768	768	1.0	52216	52979	+	0.0	1326.0	165243
NZ_CP054166.1	IncF	Gram-negative	IS1	98.307	768	768	1.0	101582	102345	-	0.0	1326.0	165243
NZ_CP054166.1	IncF	Gram-negative	IS1	97.426	777	768	1.012	62865	63637	+	0.0	1315.0	165243
NZ_CP072859.1	IncF	Gram-negative	IS26	100.0	821	859	0.956	33634	34454	-	0.0	1481.0	116735
NZ_CP072859.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	38522	39341	+	0.0	1480.0	116735
NZ_CP072859.1	IncF	Gram-negative	IS1	99.219	768	768	1.0	4995	5762	+	0.0	1359.0	116735
NZ_CP072859.1	IncF	Gram-negative	IS1	99.219	768	768	1.0	9118	9885	-	0.0	1359.0	116735
NZ_CP072859.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	112023	112790	-	0.0	1350.0	116735
NZ_CP072859.1	IncF	Gram-negative	IS1	93.229	768	768	1.0	57887	58654	-	0.0	1151.0	116735
NZ_CP075717.1	IncF	Gram-negative	IS2	98.945	1327	1327	1.0	141073	142399	+	0.0	2331.0	162438
NZ_CP075717.1	IncF	Gram-negative	IS30	99.59	1221	1221	1.0	35515	36735	+	0.0	2180.0	162438
NZ_CP075717.1	IncF	Gram-negative	IS30	99.59	1221	1221	1.0	17096	18316	-	0.0	2180.0	162438
NZ_CP075717.1	IncF	Gram-negative	IS30	99.509	1221	1221	1.0	56113	57333	+	0.0	2176.0	162438
NZ_CP075717.1	IncF	Gram-negative	IS30	99.509	1221	1221	1.0	83618	84838	-	0.0	2176.0	162438
NZ_CP075717.1	IncF	Gram-negative	IS5	99.916	1195	1195	1.0	8694	9888	+	0.0	2151.0	162438
NZ_CP075717.1	IncF	Gram-negative	IS5	99.916	1195	1195	1.0	148388	149582	-	0.0	2151.0	162438
NZ_CP075717.1	IncF	Gram-negative	IS5	99.916	1195	1195	1.0	70853	72047	-	0.0	2151.0	162438
NZ_CP075717.1	IncF	Gram-negative	IS5	99.916	1195	1195	1.0	20526	21720	-	0.0	2151.0	162438
NZ_CP076265.1	IncF	Gram-negative	IS30	99.836	1221	1221	1.0	20519	21739	+	0.0	2194.0	145019
NZ_CP076265.1	IncF	Gram-negative	IS5	99.833	1195	1195	1.0	5984	7178	-	0.0	2147.0	145019
NZ_CP076275.1	IncF	Gram-negative	IS30	99.754	1221	1221	1.0	136738	137958	-	0.0	2189.0	153041
NZ_CP076275.1	IncF	Gram-negative	IS30	99.754	1221	1221	1.0	120483	121703	+	0.0	2189.0	153041
NZ_CP076275.1	IncF	Gram-negative	IS30	99.754	1221	1221	1.0	147998	149218	+	0.0	2189.0	153041
NZ_CP076275.1	IncF	Gram-negative	IS5	99.9	1003	1195	0.839	1	1003	+	0.0	1805.0	153041
NZ_CP076277.1	IncF	Gram-negative	IS30	99.836	1221	1221	1.0	136402	137622	-	0.0	2194.0	149410
NZ_CP076277.1	IncF	Gram-negative	IS30	99.836	1221	1221	1.0	120147	121367	+	0.0	2194.0	149410
NZ_CP076280.1	IncF	Gram-negative	IS30	99.836	1221	1221	1.0	94052	95272	-	0.0	2194.0	149690
NZ_CP089990.1	IncF	Gram-negative	IS26	100.0	821	859	0.956	153871	154691	-	0.0	1481.0	190701
NZ_CP089990.1	IncF	Gram-negative	IS1	91.797	768	768	1.0	92281	93021	+	0.0	1117.0	190701
NZ_CP089990.1	IncF	Gram-negative	IS1	93.681	728	768	0.948	165330	166057	+	0.0	1106.0	190701
NZ_CP089990.1	IncF	Gram-negative	IS1	87.891	768	768	1.0	131732	132479	-	0.0	976.0	190701
NZ_CP128908.1	IncF	Gram-negative	IS26	99.635	821	859	0.956	13408	14228	-	0.0	1468.0	101368
NZ_CP128908.1	IncF	Gram-negative	IS1	99.609	768	768	1.0	98465	99232	-	0.0	1372.0	101368
NZ_CP128908.1	IncF	Gram-negative	IS1	98.568	768	768	1.0	85307	86074	-	0.0	1336.0	101368
NZ_CP128913.1	IncF	Gram-negative	IS10	100.0	1178	1329	0.886	63156	64333	+	0.0	2125.0	179124
NZ_CP128913.1	IncF	Gram-negative	IS5	99.695	982	1195	0.822	25539	26520	-	0.0	1758.0	179124
NZ_CP128913.1	IncF	Gram-negative	IS26	100.0	821	859	0.956	75231	76051	+	0.0	1481.0	179124
NZ_CP128913.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	80437	81256	-	0.0	1480.0	179124
NZ_CP128913.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	72495	73314	-	0.0	1480.0	179124
NZ_CP128913.1	IncF	Gram-negative	IS1	100.0	768	768	1.0	68747	69514	-	0.0	1386.0	179124
NZ_CP128913.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	160300	161067	-	0.0	1350.0	179124
NZ_CP128913.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	176444	177211	+	0.0	1350.0	179124
NZ_CP128913.1	IncF	Gram-negative	IS1	97.266	768	768	1.0	62390	63157	+	0.0	1291.0	179124
NZ_CP128913.1	IncF	Gram-negative	IS1	93.099	768	768	1.0	105703	106470	-	0.0	1147.0	179124
NZ_CP128917.1	IncF	Gram-negative	IS26	100.0	821	859	0.956	80300	81120	-	0.0	1481.0	137068
NZ_CP128917.1	IncF	Gram-negative	IS26	100.0	821	859	0.956	70724	71544	+	0.0	1481.0	137068
NZ_CP128917.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	75930	76749	-	0.0	1480.0	137068
NZ_CP128917.1	IncF	Gram-negative	IS1	100.0	768	768	1.0	84767	85534	-	0.0	1386.0	137068
NZ_CP128917.1	IncF	Gram-negative	IS1	100.0	768	768	1.0	63872	64639	+	0.0	1386.0	137068
NZ_CP128917.1	IncF	Gram-negative	IS1	99.87	768	768	1.0	86516	87283	+	0.0	1381.0	137068
NZ_CP128917.1	IncF	Gram-negative	IS1	97.266	768	768	1.0	40301	41068	+	0.0	1291.0	137068
NZ_CP128928.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	25068	25835	+	0.0	1350.0	66878
NZ_CP128928.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	26934	27701	+	0.0	1350.0	66878
NZ_CP128952.1	IncF	Gram-negative	IS10	100.0	1178	1329	0.886	36956	38133	-	0.0	2125.0	168269
NZ_CP128952.1	IncF	Gram-negative	IS10	99.901	1012	1329	0.761	64721	65732	+	0.0	1821.0	168269
NZ_CP128952.1	IncF	Gram-negative	IS26	100.0	822	859	0.957	52632	53453	+	0.0	1483.0	168269
NZ_CP128952.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	12934	13753	+	0.0	1480.0	168269
NZ_CP128952.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	60375	61194	-	0.0	1480.0	168269
NZ_CP128952.1	IncF	Gram-negative	IS26	100.0	820	859	0.955	26020	26839	-	0.0	1480.0	168269
NZ_CP128952.1	IncF	Gram-negative	IS26	99.756	821	859	0.956	65729	66549	-	0.0	1472.0	168269
NZ_CP128952.1	IncF	Gram-negative	IS1	100.0	768	768	1.0	31776	32543	+	0.0	1386.0	168269
NZ_CP128952.1	IncF	Gram-negative	IS1	99.089	768	768	1.0	165589	166356	+	0.0	1354.0	168269
NZ_CP128952.1	IncF	Gram-negative	IS1	98.698	768	768	1.0	76373	77140	+	0.0	1341.0	168269
NZ_CP128952.1	IncF	Gram-negative	IS1	97.656	768	768	1.0	149309	150065	-	0.0	1310.0	168269
NZ_CP128952.1	IncF	Gram-negative	IS1	97.266	768	768	1.0	38132	38899	-	0.0	1291.0	168269
NZ_CP128952.1	IncF	Gram-negative	IS1	98.808	671	768	0.874	87026	87696	+	0.0	1175.0	168269
NZ_CP128964.1	IncF	Gram-negative	IS30	99.836	1221	1221	1.0	55864	57084	+	0.0	2194.0	127328
NZ_CP128964.1	IncF	Gram-negative	IS5	99.833	1195	1195	1.0	21487	22681	+	0.0	2147.0	127328
NZ_CP128971.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	40504	41271	-	0.0	1350.0	126291
NZ_CP128971.1	IncF	Gram-negative	IS1	91.406	768	768	1.0	14015	14782	-	0.0	1088.0	126291
NZ_CP128980.1	IncF	Gram-negative	IS5	100.0	1195	1195	1.0	35396	36590	+	0.0	2156.0	138779
NZ_CP128980.1	IncF	Gram-negative	IS1	98.047	768	768	1.0	33772	34538	-	0.0	1315.0	138779
NZ_CP134354.1	IncF	Gram-negative	IS30	99.59	1221	1221	1.0	59939	61159	+	0.0	2180.0	192566
NZ_CP134354.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	173741	174508	-	0.0	1350.0	192566
NZ_CP134354.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	85420	86187	-	0.0	1350.0	192566
NZ_CP134354.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	189886	190653	+	0.0	1350.0	192566
NZ_CP134354.1	IncF	Gram-negative	IS1	98.698	768	768	1.0	147992	148759	+	0.0	1341.0	192566
NZ_CP134363.1	IncF	Gram-negative	IS26	100.0	822	859	0.957	21904	22725	+	0.0	1483.0	131450
NZ_CP134363.1	IncF	Gram-negative	IS26	100.0	822	859	0.957	5439	6260	+	0.0	1483.0	131450
NZ_CP134363.1	IncF	Gram-negative	IS26	99.879	824	859	0.959	35164	35987	-	0.0	1482.0	131450
NZ_CP134363.1	IncF	Gram-negative	IS1	89.974	768	768	1.0	41449	42211	+	0.0	1039.0	131450
NZ_CP134364.1	IncF	Gram-negative	IS26	99.635	821	859	0.956	43181	44001	-	0.0	1468.0	115630
NZ_CP134367.1	IncF	Gram-negative	IS30	99.672	1221	1221	1.0	56335	57555	+	0.0	2185.0	194814
NZ_CP134367.1	IncF	Gram-negative	IS5	99.916	1195	1195	1.0	44718	45912	-	0.0	2151.0	194814
NZ_CP134367.1	IncF	Gram-negative	IS1	99.089	768	768	1.0	81815	82582	-	0.0	1354.0	194814
NZ_CP134367.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	175989	176756	-	0.0	1350.0	194814
NZ_CP134367.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	192134	192901	+	0.0	1350.0	194814
NZ_CP134367.1	IncF	Gram-negative	IS1	98.698	768	768	1.0	150030	150797	+	0.0	1341.0	194814
NZ_CP134371.1	IncF	Gram-negative	IS5	100.0	1195	1195	1.0	99700	100894	+	0.0	2156.0	146353
NZ_CP134371.1	IncF	Gram-negative	IS5	99.833	1195	1195	1.0	22265	23459	+	0.0	2147.0	146353
NZ_CP134371.1	IncF	Gram-negative	IS26	100.0	821	859	0.956	34308	35128	+	0.0	1481.0	146353
NZ_CP134371.1	IncF	Gram-negative	IS1	100.0	768	768	1.0	42262	43029	-	0.0	1386.0	146353
NZ_CP134371.1	IncF	Gram-negative	IS1	100.0	768	768	1.0	16351	17118	-	0.0	1386.0	146353
NZ_CP134371.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	105753	106520	-	0.0	1350.0	146353
NZ_CP134371.1	IncF	Gram-negative	IS1	98.828	768	768	1.0	127404	128170	-	0.0	1342.0	146353
NZ_CP134371.1	IncF	Gram-negative	IS1	98.698	768	768	1.0	143675	144442	+	0.0	1341.0	146353
NZ_CP134385.1	IncF	Gram-negative	IS1	99.089	768	768	1.0	20323	21090	-	0.0	1354.0	162343
NZ_CP134385.1	IncF	Gram-negative	IS1	98.958	768	768	1.0	122663	123430	+	0.0	1350.0	162343
NZ_CP134385.1	IncF	Gram-negative	IS1	98.698	768	768	1.0	59716	60483	-	0.0	1341.0	162343
NZ_CP134385.1	IncF	Gram-negative	IS1	98.568	768	768	1.0	36467	37231	+	0.0	1334.0	162343
NZ_CP134385.1	IncF	Gram-negative	IS1	91.406	768	768	1.0	3625	4392	+	0.0	1088.0	162343
NZ_CP134390.1	IncF	Gram-negative	IS1	99.089	768	768	1.0	139676	140443	+	0.0	1354.0	142356
